0 4925000 xx^xx-sil+w=a/A:xx+xx+xx/B:xx-xx_xx/C:xx_xx+xx/D:04+xx_xx/E:xx_xx!xx_xx-xx/F:xx_xx#xx_xx@xx_xx|xx_xx/G:5_5%0_xx_xx/H:xx_xx/I:xx-xx@xx+xx&xx-xx|xx+xx/J:6_24/K:1+6-24
19525000 20225000 k^u-d+e=d/A:0+5+1/B:02-xx_xx/C:13_xx+xx/D:03+xx_xx/E:2_2!0_xx-1/F:5_5#0_xx@3_4|8_17/G:4_4%0_xx_1/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
20225000 22025000 u^d-e+d=o/A:0+5+1/B:02-xx_xx/C:13_xx+xx/D:03+xx_xx/E:2_2!0_xx-1/F:5_5#0_xx@3_4|8_17/G:4_4%0_xx_1/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
22025000 23224999 d^e-d+o=ch/A:-3+1+4/B:13-xx_xx/C:03_xx+xx/D:23+xx_xx/E:5_5!0_xx-1/F:4_4#0_xx@4_3|13_12/G:4_1%0_xx_1/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
23224999 24325000 e^d-o+ch=a/A:-3+1+4/B:13-xx_xx/C:03_xx+xx/D:23+xx_xx/E:5_5!0_xx-1/F:4_4#0_xx@4_3|13_12/G:4_1%0_xx_1/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
24325000 25025000 d^o-ch+a=k/A:-2+2+3/B:13-xx_xx/C:03_xx+xx/D:23+xx_xx/E:5_5!0_xx-1/F:4_4#0_xx@4_3|13_12/G:4_1%0_xx_1/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
25025000 25825000 o^ch-a+k=u/A:-2+2+3/B:13-xx_xx/C:03_xx+xx/D:23+xx_xx/E:5_5!0_xx-1/F:4_4#0_xx@4_3|13_12/G:4_1%0_xx_1/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
25825000 26325000 ch^a-k+u=n/A:-1+3+2/B:13-xx_xx/C:03_xx+xx/D:23+xx_xx/E:5_5!0_xx-1/F:4_4#0_xx@4_3|13_12/G:4_1%0_xx_1/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
26325000 26825000 a^k-u+n=o/A:-1+3+2/B:13-xx_xx/C:03_xx+xx/D:23+xx_xx/E:5_5!0_xx-1/F:4_4#0_xx@4_3|13_12/G:4_1%0_xx_1/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
26825000 27425000 k^u-n+o=g/A:0+4+1/B:03-xx_xx/C:23_xx+xx/D:03+xx_xx/E:5_5!0_xx-1/F:4_4#0_xx@4_3|13_12/G:4_1%0_xx_1/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
27425000 28224999 u^n-o+g=a/A:0+4+1/B:03-xx_xx/C:23_xx+xx/D:03+xx_xx/E:5_5!0_xx-1/F:4_4#0_xx@4_3|13_12/G:4_1%0_xx_1/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
28224999 28725000 n^o-g+a=i/A:0+1+4/B:23-xx_xx/C:03_xx+xx/D:13+xx_xx/E:4_4!0_xx-1/F:4_1#0_xx@5_2|17_8/G:4_2%0_xx_1/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
28725000 29825000 o^g-a+i=d/A:0+1+4/B:23-xx_xx/C:03_xx+xx/D:13+xx_xx/E:4_4!0_xx-1/F:4_1#0_xx@5_2|17_8/G:4_2%0_xx_1/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
29825000 30724999 g^a-i+d=o/A:1+2+3/B:23-xx_xx/C:03_xx+xx/D:13+xx_xx/E:4_4!0_xx-1/F:4_1#0_xx@5_2|17_8/G:4_2%0_xx_1/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
30724999 31125000 a^i-d+o=o/A:2+3+2/B:23-xx_xx/C:03_xx+xx/D:13+xx_xx/E:4_4!0_xx-1/F:4_1#0_xx@5_2|17_8/G:4_2%0_xx_1/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
31125000 31825000 i^d-o+o=y/A:2+3+2/B:23-xx_xx/C:03_xx+xx/D:13+xx_xx/E:4_4!0_xx-1/F:4_1#0_xx@5_2|17_8/G:4_2%0_xx_1/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
31825000 32325000 d^o-o+y=a/A:3+4+1/B:03-xx_xx/C:13_xx+xx/D:20+1_1/E:4_4!0_xx-1/F:4_1#0_xx@5_2|17_8/G:4_2%0_xx_1/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
32325000 33525000 o^o-y+a=t/A:-1+1+4/B:13-xx_xx/C:20_1+1/D:10+7_2/E:4_1!0_xx-1/F:4_2#0_xx@6_1|21_4/G:xx_xx%xx_xx_xx/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
33525000 34125000 o^y-a+t=o/A:-1+1+4/B:13-xx_xx/C:20_1+1/D:10+7_2/E:4_1!0_xx-1/F:4_2#0_xx@6_1|21_4/G:xx_xx%xx_xx_xx/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
34125000 35125000 y^a-t+o=cl/A:0+2+3/B:13-xx_xx/C:20_1+1/D:10+7_2/E:4_1!0_xx-1/F:4_2#0_xx@6_1|21_4/G:xx_xx%xx_xx_xx/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
35125000 36025000 a^t-o+cl=t/A:0+2+3/B:13-xx_xx/C:20_1+1/D:10+7_2/E:4_1!0_xx-1/F:4_2#0_xx@6_1|21_4/G:xx_xx%xx_xx_xx/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
36025000 36825000 t^o-cl+t=a/A:1+3+2/B:13-xx_xx/C:20_1+1/D:10+7_2/E:4_1!0_xx-1/F:4_2#0_xx@6_1|21_4/G:xx_xx%xx_xx_xx/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
36825000 37425000 o^cl-t+a=sil/A:2+4+1/B:20-1_1/C:10_7+2/D:xx+xx_xx/E:4_1!0_xx-1/F:4_2#0_xx@6_1|21_4/G:xx_xx%xx_xx_xx/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
37425000 38225000 cl^t-a+sil=xx/A:2+4+1/B:20-1_1/C:10_7+2/D:xx+xx_xx/E:4_1!0_xx-1/F:4_2#0_xx@6_1|21_4/G:xx_xx%xx_xx_xx/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
38225000 41325000 t^a-sil+xx=xx/A:xx+xx+xx/B:10-7_2/C:xx_xx+xx/D:xx+xx_xx/E:4_2!0_xx-xx/F:xx_xx#xx_xx@xx_xx|xx_xx/G:xx_xx%xx_xx_xx/H:6_24/I:xx-xx@xx+xx&xx-xx|xx+xx/J:xx_xx/K:1+6-24
