0 2425000 xx^xx-sil+w=a/A:xx+xx+xx/B:xx-xx_xx/C:xx_xx+xx/D:04+xx_xx/E:xx_xx!xx_xx-xx/F:xx_xx#xx_xx@xx_xx|xx_xx/G:4_4%0_xx_xx/H:xx_xx/I:xx-xx@xx+xx&xx-xx|xx+xx/J:11_36/K:1+11-36
13925000 14225000 e^n-o+a=n/A:0+3+1/B:02-xx_xx/C:23_xx+xx/D:02+xx_xx/E:4_4!0_xx-1/F:3_3#0_xx@3_9|9_28/G:3_1%0_xx_1/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
14225000 15125000 n^o-a+n=i/A:0+1+3/B:23-xx_xx/C:02_xx+xx/D:13+xx_xx/E:3_3!0_xx-1/F:3_1#0_xx@4_8|12_25/G:3_1%0_xx_1/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
15125000 15925000 o^a-n+i=g/A:1+2+2/B:23-xx_xx/C:02_xx+xx/D:13+xx_xx/E:3_3!0_xx-1/F:3_1#0_xx@4_8|12_25/G:3_1%0_xx_1/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
15925000 16525000 a^n-i+g=a/A:1+2+2/B:23-xx_xx/C:02_xx+xx/D:13+xx_xx/E:3_3!0_xx-1/F:3_1#0_xx@4_8|12_25/G:3_1%0_xx_1/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
16525000 17125000 n^i-g+a=ch/A:2+3+1/B:02-xx_xx/C:13_xx+xx/D:02+xx_xx/E:3_3!0_xx-1/F:3_1#0_xx@4_8|12_25/G:3_1%0_xx_1/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
17125000 19025000 i^g-a+ch=i/A:2+3+1/B:02-xx_xx/C:13_xx+xx/D:02+xx_xx/E:3_3!0_xx-1/F:3_1#0_xx@4_8|12_25/G:3_1%0_xx_1/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
19025000 23125000 g^a-ch+i=ch/A:0+1+3/B:13-xx_xx/C:02_xx+xx/D:23+xx_xx/E:3_1!0_xx-1/F:3_1#0_xx@5_7|15_22/G:4_4%0_xx_1/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
23125000 23424999 a^ch-i+ch=i/A:0+1+3/B:13-xx_xx/C:02_xx+xx/D:23+xx_xx/E:3_1!0_xx-1/F:3_1#0_xx@5_7|15_22/G:4_4%0_xx_1/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
23424999 24425000 ch^i-ch+i=n/A:1+2+2/B:13-xx_xx/C:02_xx+xx/D:23+xx_xx/E:3_1!0_xx-1/F:3_1#0_xx@5_7|15_22/G:4_4%0_xx_1/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
24425000 24825000 i^ch-i+n=o/A:1+2+2/B:13-xx_xx/C:02_xx+xx/D:23+xx_xx/E:3_1!0_xx-1/F:3_1#0_xx@5_7|15_22/G:4_4%0_xx_1/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
24825000 25425000 ch^i-n+o=n/A:2+3+1/B:02-xx_xx/C:23_xx+xx/D:02+xx_xx/E:3_1!0_xx-1/F:3_1#0_xx@5_7|15_22/G:4_4%0_xx_1/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
25425000 26025000 i^n-o+n=a/A:2+3+1/B:02-xx_xx/C:23_xx+xx/D:02+xx_xx/E:3_1!0_xx-1/F:3_1#0_xx@5_7|15_22/G:4_4%0_xx_1/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
26025000 27525000 n^o-n+a=d/A:-3+1+4/B:23-xx_xx/C:02_xx+xx/D:13+xx_xx/E:3_1!0_xx-1/F:4_4#0_xx@6_6|18_19/G:2_2%0_xx_1/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
27525000 28925000 o^n-a+d=a/A:-3+1+4/B:23-xx_xx/C:02_xx+xx/D:13+xx_xx/E:3_1!0_xx-1/F:4_4#0_xx@6_6|18_19/G:2_2%0_xx_1/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
28925000 29425000 n^a-d+a=i/A:-2+2+3/B:23-xx_xx/C:02_xx+xx/D:13+xx_xx/E:3_1!0_xx-1/F:4_4#0_xx@6_6|18_19/G:2_2%0_xx_1/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
29425000 30325000 a^d-a+i=t/A:-2+2+3/B:23-xx_xx/C:02_xx+xx/D:13+xx_xx/E:3_1!0_xx-1/F:4_4#0_xx@6_6|18_19/G:2_2%0_xx_1/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
30325000 30724999 d^a-i+t=o/A:-1+3+2/B:23-xx_xx/C:02_xx+xx/D:13+xx_xx/E:3_1!0_xx-1/F:4_4#0_xx@6_6|18_19/G:2_2%0_xx_1/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
30724999 31625000 a^i-t+o=sh/A:0+4+1/B:02-xx_xx/C:13_xx+xx/D:20+4_1/E:3_1!0_xx-1/F:4_4#0_xx@6_6|18_19/G:2_2%0_xx_1/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
31625000 32125000 i^t-o+sh=I/A:0+4+1/B:02-xx_xx/C:13_xx+xx/D:20+4_1/E:3_1!0_xx-1/F:4_4#0_xx@6_6|18_19/G:2_2%0_xx_1/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
32125000 33025000 t^o-sh+I=t/A:-1+1+2/B:13-xx_xx/C:20_4+1/D:12+xx_xx/E:4_4!0_xx-1/F:2_2#0_xx@7_5|22_15/G:2_2%0_xx_1/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
33025000 33325000 o^sh-I+t=e/A:-1+1+2/B:13-xx_xx/C:20_4+1/D:12+xx_xx/E:4_4!0_xx-1/F:2_2#0_xx@7_5|22_15/G:2_2%0_xx_1/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
33325000 33825000 sh^I-t+e=s/A:0+2+1/B:20-4_1/C:12_xx+xx/D:07+xx_xx/E:4_4!0_xx-1/F:2_2#0_xx@7_5|22_15/G:2_2%0_xx_1/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
33825000 36125000 I^t-e+s=o/A:0+2+1/B:20-4_1/C:12_xx+xx/D:07+xx_xx/E:4_4!0_xx-1/F:2_2#0_xx@7_5|22_15/G:2_2%0_xx_1/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
36125000 38025000 t^e-s+o=n/A:-1+1+2/B:12-xx_xx/C:07_xx+xx/D:03+xx_xx/E:2_2!0_xx-1/F:2_2#0_xx@8_4|24_13/G:5_5%0_xx_1/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
38025000 38325000 e^s-o+n=o/A:-1+1+2/B:12-xx_xx/C:07_xx+xx/D:03+xx_xx/E:2_2!0_xx-1/F:2_2#0_xx@8_4|24_13/G:5_5%0_xx_1/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
38325000 38625000 s^o-n+o=k/A:0+2+1/B:12-xx_xx/C:07_xx+xx/D:03+xx_xx/E:2_2!0_xx-1/F:2_2#0_xx@8_4|24_13/G:5_5%0_xx_1/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
38625000 39525000 o^n-o+k=a/A:0+2+1/B:12-xx_xx/C:07_xx+xx/D:03+xx_xx/E:2_2!0_xx-1/F:2_2#0_xx@8_4|24_13/G:5_5%0_xx_1/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
39525000 40425000 n^o-k+a=i/A:-4+1+5/B:07-xx_xx/C:03_xx+xx/D:13+xx_xx/E:2_2!0_xx-1/F:5_5#0_xx@9_3|26_11/G:4_4%0_xx_1/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
40425000 41125000 o^k-a+i=g/A:-4+1+5/B:07-xx_xx/C:03_xx+xx/D:13+xx_xx/E:2_2!0_xx-1/F:5_5#0_xx@9_3|26_11/G:4_4%0_xx_1/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
41125000 41725000 k^a-i+g=o/A:-3+2+4/B:07-xx_xx/C:03_xx+xx/D:13+xx_xx/E:2_2!0_xx-1/F:5_5#0_xx@9_3|26_11/G:4_4%0_xx_1/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
41725000 42225000 a^i-g+o=o/A:-2+3+3/B:07-xx_xx/C:03_xx+xx/D:13+xx_xx/E:2_2!0_xx-1/F:5_5#0_xx@9_3|26_11/G:4_4%0_xx_1/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
42225000 43324999 i^g-o+o=n/A:-2+3+3/B:07-xx_xx/C:03_xx+xx/D:13+xx_xx/E:2_2!0_xx-1/F:5_5#0_xx@9_3|26_11/G:4_4%0_xx_1/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
43324999 44025000 g^o-o+n=i/A:-1+4+2/B:07-xx_xx/C:03_xx+xx/D:13+xx_xx/E:2_2!0_xx-1/F:5_5#0_xx@9_3|26_11/G:4_4%0_xx_1/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
44025000 44325000 o^o-n+i=sh/A:0+5+1/B:03-xx_xx/C:13_xx+xx/D:03+xx_xx/E:2_2!0_xx-1/F:5_5#0_xx@9_3|26_11/G:4_4%0_xx_1/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
44325000 45824999 o^n-i+sh=u/A:0+5+1/B:03-xx_xx/C:13_xx+xx/D:03+xx_xx/E:2_2!0_xx-1/F:5_5#0_xx@9_3|26_11/G:4_4%0_xx_1/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
45824999 46125000 n^i-sh+u=cl/A:-3+1+4/B:13-xx_xx/C:03_xx+xx/D:20+4_1/E:5_5!0_xx-1/F:4_4#0_xx@10_2|31_6/G:2_2%0_xx_1/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
46125000 46425000 i^sh-u+cl=s/A:-3+1+4/B:13-xx_xx/C:03_xx+xx/D:20+4_1/E:5_5!0_xx-1/F:4_4#0_xx@10_2|31_6/G:2_2%0_xx_1/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
46425000 47625000 sh^u-cl+s=e/A:-2+2+3/B:13-xx_xx/C:03_xx+xx/D:20+4_1/E:5_5!0_xx-1/F:4_4#0_xx@10_2|31_6/G:2_2%0_xx_1/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
47625000 48425000 u^cl-s+e=k/A:-1+3+2/B:13-xx_xx/C:03_xx+xx/D:20+4_1/E:5_5!0_xx-1/F:4_4#0_xx@10_2|31_6/G:2_2%0_xx_1/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
48425000 48925000 cl^s-e+k=i/A:-1+3+2/B:13-xx_xx/C:03_xx+xx/D:20+4_1/E:5_5!0_xx-1/F:4_4#0_xx@10_2|31_6/G:2_2%0_xx_1/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
48925000 49425000 s^e-k+i=sh/A:0+4+1/B:13-xx_xx/C:03_xx+xx/D:20+4_1/E:5_5!0_xx-1/F:4_4#0_xx@10_2|31_6/G:2_2%0_xx_1/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
49425000 50325000 e^k-i+sh=I/A:0+4+1/B:13-xx_xx/C:03_xx+xx/D:20+4_1/E:5_5!0_xx-1/F:4_4#0_xx@10_2|31_6/G:2_2%0_xx_1/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
50325000 50625000 k^i-sh+I=t/A:-1+1+2/B:03-xx_xx/C:20_4+1/D:10+7_2/E:4_4!0_xx-1/F:2_2#0_xx@11_1|35_2/G:xx_xx%xx_xx_xx/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
50625000 51025000 i^sh-I+t=a/A:-1+1+2/B:03-xx_xx/C:20_4+1/D:10+7_2/E:4_4!0_xx-1/F:2_2#0_xx@11_1|35_2/G:xx_xx%xx_xx_xx/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
51025000 52425000 sh^I-t+a=sil/A:0+2+1/B:20-4_1/C:10_7+2/D:xx+xx_xx/E:4_4!0_xx-1/F:2_2#0_xx@11_1|35_2/G:xx_xx%xx_xx_xx/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
52425000 56725000 I^t-a+sil=xx/A:0+2+1/B:20-4_1/C:10_7+2/D:xx+xx_xx/E:4_4!0_xx-1/F:2_2#0_xx@11_1|35_2/G:xx_xx%xx_xx_xx/H:xx_xx/I:11-36@1+1&1-11|1+36/J:xx_xx/K:1+11-36
