0 2125000 xx^xx-sil+w=a/A:xx+xx+xx/B:xx-xx_xx/C:xx_xx+xx/D:04+xx_xx/E:xx_xx!xx_xx-xx/F:xx_xx#xx_xx@xx_xx|xx_xx/G:6_3%0_xx_xx/H:xx_xx/I:xx-xx@xx+xx&xx-xx|xx+xx/J:5_18/K:2+7-26
19725000 20325000 i^k-i+t=e/A:0+2+2/B:13-xx_xx/C:20_3+1/D:12+xx_xx/E:3_1!0_xx-1/F:3_2#0_xx@4_2|14_5/G:2_2%0_xx_1/H:xx_xx/I:5-18@1+2&1-7|1+26/J:2_8/K:2+7-26
20325000 21125000 k^i-t+e=i/A:1+3+1/B:20-3_1/C:12_xx+xx/D:17+3_1/E:3_1!0_xx-1/F:3_2#0_xx@4_2|14_5/G:2_2%0_xx_1/H:xx_xx/I:5-18@1+2&1-7|1+26/J:2_8/K:2+7-26
21125000 21625000 i^t-e+i=t/A:1+3+1/B:20-3_1/C:12_xx+xx/D:17+3_1/E:3_1!0_xx-1/F:3_2#0_xx@4_2|14_5/G:2_2%0_xx_1/H:xx_xx/I:5-18@1+2&1-7|1+26/J:2_8/K:2+7-26
21625000 22525000 t^e-i+t=e/A:-1+1+2/B:12-xx_xx/C:17_3+1/D:12+xx_xx/E:3_2!0_xx-1/F:2_2#0_xx@5_1|17_2/G:5_3%0_xx_0/H:xx_xx/I:5-18@1+2&1-7|1+26/J:2_8/K:2+7-26
22525000 24325000 e^i-t+e=pau/A:0+2+1/B:17-3_1/C:12_xx+xx/D:20+1_1/E:3_2!0_xx-1/F:2_2#0_xx@5_1|17_2/G:5_3%0_xx_0/H:xx_xx/I:5-18@1+2&1-7|1+26/J:2_8/K:2+7-26
24325000 25625000 i^t-e+pau=k/A:0+2+1/B:17-3_1/C:12_xx+xx/D:20+1_1/E:3_2!0_xx-1/F:2_2#0_xx@5_1|17_2/G:5_3%0_xx_0/H:xx_xx/I:5-18@1+2&1-7|1+26/J:2_8/K:2+7-26
25625000 26325000 t^e-pau+k=u/A:xx+xx+xx/B:12-xx_xx/C:xx_xx+xx/D:20+1_1/E:2_2!0_xx-xx/F:xx_xx#xx_xx@xx_xx|xx_xx/G:5_3%0_xx_xx/H:5_18/I:xx-xx@xx+xx&xx-xx|xx+xx/J:2_8/K:2+7-26
26325000 26725000 e^pau-k+u=r/A:-2+1+5/B:12-xx_xx/C:20_1+1/D:12+xx_xx/E:2_2!0_xx-0/F:5_3#0_xx@1_2|1_8/G:3_2%0_xx_1/H:5_18/I:2-8@2+1&6-2|19+8/J:xx_xx/K:2+7-26
26725000 27225000 pau^k-u+r=u/A:-2+1+5/B:12-xx_xx/C:20_1+1/D:12+xx_xx/E:2_2!0_xx-0/F:5_3#0_xx@1_2|1_8/G:3_2%0_xx_1/H:5_18/I:2-8@2+1&6-2|19+8/J:xx_xx/K:2+7-26
27225000 27625000 k^u-r+u=sh/A:-1+2+4/B:12-xx_xx/C:20_1+1/D:12+xx_xx/E:2_2!0_xx-0/F:5_3#0_xx@1_2|1_8/G:3_2%0_xx_1/H:5_18/I:2-8@2+1&6-2|19+8/J:xx_xx/K:2+7-26
27625000 29025000 u^r-u+sh=i/A:-1+2+4/B:12-xx_xx/C:20_1+1/D:12+xx_xx/E:2_2!0_xx-0/F:5_3#0_xx@1_2|1_8/G:3_2%0_xx_1/H:5_18/I:2-8@2+1&6-2|19+8/J:xx_xx/K:2+7-26
29025000 29525000 r^u-sh+i=N/A:0+3+3/B:12-xx_xx/C:20_1+1/D:12+xx_xx/E:2_2!0_xx-0/F:5_3#0_xx@1_2|1_8/G:3_2%0_xx_1/H:5_18/I:2-8@2+1&6-2|19+8/J:xx_xx/K:2+7-26
29525000 30325000 u^sh-i+N=d/A:0+3+3/B:12-xx_xx/C:20_1+1/D:12+xx_xx/E:2_2!0_xx-0/F:5_3#0_xx@1_2|1_8/G:3_2%0_xx_1/H:5_18/I:2-8@2+1&6-2|19+8/J:xx_xx/K:2+7-26
30325000 30625000 sh^i-N+d=e/A:1+4+2/B:12-xx_xx/C:20_1+1/D:12+xx_xx/E:2_2!0_xx-0/F:5_3#0_xx@1_2|1_8/G:3_2%0_xx_1/H:5_18/I:2-8@2+1&6-2|19+8/J:xx_xx/K:2+7-26
30625000 30924999 i^N-d+e=i/A:2+5+1/B:20-1_1/C:12_xx+xx/D:17+3_2/E:2_2!0_xx-0/F:5_3#0_xx@1_2|1_8/G:3_2%0_xx_1/H:5_18/I:2-8@2+1&6-2|19+8/J:xx_xx/K:2+7-26
30924999 32125000 N^d-e+i=r/A:2+5+1/B:20-1_1/C:12_xx+xx/D:17+3_2/E:2_2!0_xx-0/F:5_3#0_xx@1_2|1_8/G:3_2%0_xx_1/H:5_18/I:2-8@2+1&6-2|19+8/J:xx_xx/K:2+7-26
32125000 32725000 d^e-i+r=u/A:-1+1+3/B:12-xx_xx/C:17_3+2/D:14+xx_xx/E:5_3!0_xx-1/F:3_2#0_xx@2_1|6_3/G:xx_xx%xx_xx_xx/H:5_18/I:2-8@2+1&6-2|19+8/J:xx_xx/K:2+7-26
32725000 33125000 e^i-r+u=n/A:0+2+2/B:12-xx_xx/C:17_3+2/D:14+xx_xx/E:5_3!0_xx-1/F:3_2#0_xx@2_1|6_3/G:xx_xx%xx_xx_xx/H:5_18/I:2-8@2+1&6-2|19+8/J:xx_xx/K:2+7-26
33125000 33925000 i^r-u+n=o/A:0+2+2/B:12-xx_xx/C:17_3+2/D:14+xx_xx/E:5_3!0_xx-1/F:3_2#0_xx@2_1|6_3/G:xx_xx%xx_xx_xx/H:5_18/I:2-8@2+1&6-2|19+8/J:xx_xx/K:2+7-26
33925000 34625000 r^u-n+o=sil/A:1+3+1/B:17-3_2/C:14_xx+xx/D:xx+xx_xx/E:5_3!0_xx-1/F:3_2#0_xx@2_1|6_3/G:xx_xx%xx_xx_xx/H:5_18/I:2-8@2+1&6-2|19+8/J:xx_xx/K:2+7-26
34625000 39925000 u^n-o+sil=xx/A:1+3+1/B:17-3_2/C:14_xx+xx/D:xx+xx_xx/E:5_3!0_xx-1/F:3_2#0_xx@2_1|6_3/G:xx_xx%xx_xx_xx/H:5_18/I:2-8@2+1&6-2|19+8/J:xx_xx/K:2+7-26
