0 1525000 xx^xx-sil+k=a/A:xx+xx+xx/B:xx-xx_xx/C:xx_xx+xx/D:04+xx_xx/E:xx_xx!xx_xx-xx/F:xx_xx#xx_xx@xx_xx|xx_xx/G:3_1%0_xx_xx/H:xx_xx/I:xx-xx@xx+xx&xx-xx|xx+xx/J:3_13/K:2+6-25
8325000 8625000 i^f-u+r=u/A:2+3+3/B:24-xx_xx/C:02_xx+xx/D:13+xx_xx/E:3_1!0_xx-1/F:5_1#0_xx@2_2|4_10/G:5_5%0_xx_1/H:xx_xx/I:3-13@1+2&1-6|1+25/J:3_12/K:2+6-25
8625000 9225000 f^u-r+u=o/A:3+4+2/B:24-xx_xx/C:02_xx+xx/D:13+xx_xx/E:3_1!0_xx-1/F:5_1#0_xx@2_2|4_10/G:5_5%0_xx_1/H:xx_xx/I:3-13@1+2&1-6|1+25/J:3_12/K:2+6-25
9225000 9525000 u^r-u+o=h/A:3+4+2/B:24-xx_xx/C:02_xx+xx/D:13+xx_xx/E:3_1!0_xx-1/F:5_1#0_xx@2_2|4_10/G:5_5%0_xx_1/H:xx_xx/I:3-13@1+2&1-6|1+25/J:3_12/K:2+6-25
9525000 10525000 r^u-o+h=i/A:4+5+1/B:02-xx_xx/C:13_xx+xx/D:20+3_1/E:3_1!0_xx-1/F:5_1#0_xx@2_2|4_10/G:5_5%0_xx_1/H:xx_xx/I:3-13@1+2&1-6|1+25/J:3_12/K:2+6-25
10525000 11725000 u^o-h+i=r/A:-4+1+5/B:13-xx_xx/C:20_3+1/D:08+xx_xx/E:5_1!0_xx-1/F:5_5#0_xx@3_1|9_5/G:3_3%0_xx_0/H:xx_xx/I:3-13@1+2&1-6|1+25/J:3_12/K:2+6-25
11725000 12225000 o^h-i+r=o/A:-4+1+5/B:13-xx_xx/C:20_3+1/D:08+xx_xx/E:5_1!0_xx-1/F:5_5#0_xx@3_1|9_5/G:3_3%0_xx_0/H:xx_xx/I:3-13@1+2&1-6|1+25/J:3_12/K:2+6-25
12225000 12725000 h^i-r+o=i/A:-3+2+4/B:13-xx_xx/C:20_3+1/D:08+xx_xx/E:5_1!0_xx-1/F:5_5#0_xx@3_1|9_5/G:3_3%0_xx_0/H:xx_xx/I:3-13@1+2&1-6|1+25/J:3_12/K:2+6-25
12725000 13525000 i^r-o+i=a/A:-3+2+4/B:13-xx_xx/C:20_3+1/D:08+xx_xx/E:5_1!0_xx-1/F:5_5#0_xx@3_1|9_5/G:3_3%0_xx_0/H:xx_xx/I:3-13@1+2&1-6|1+25/J:3_12/K:2+6-25
13525000 14925000 r^o-i+a=g/A:-2+3+3/B:13-xx_xx/C:20_3+1/D:08+xx_xx/E:5_1!0_xx-1/F:5_5#0_xx@3_1|9_5/G:3_3%0_xx_0/H:xx_xx/I:3-13@1+2&1-6|1+25/J:3_12/K:2+6-25
14925000 15225000 o^i-a+g=e/A:-1+4+2/B:13-xx_xx/C:20_3+1/D:08+xx_xx/E:5_1!0_xx-1/F:5_5#0_xx@3_1|9_5/G:3_3%0_xx_0/H:xx_xx/I:3-13@1+2&1-6|1+25/J:3_12/K:2+6-25
15225000 16025000 i^a-g+e=pau/A:0+5+1/B:13-xx_xx/C:20_3+1/D:08+xx_xx/E:5_1!0_xx-1/F:5_5#0_xx@3_1|9_5/G:3_3%0_xx_0/H:xx_xx/I:3-13@1+2&1-6|1+25/J:3_12/K:2+6-25
16025000 17925000 a^g-e+pau=s/A:0+5+1/B:13-xx_xx/C:20_3+1/D:08+xx_xx/E:5_1!0_xx-1/F:5_5#0_xx@3_1|9_5/G:3_3%0_xx_0/H:xx_xx/I:3-13@1+2&1-6|1+25/J:3_12/K:2+6-25
17925000 20125000 g^e-pau+s=o/A:xx+xx+xx/B:20-3_1/C:xx_xx+xx/D:08+xx_xx/E:5_5!0_xx-xx/F:xx_xx#xx_xx@xx_xx|xx_xx/G:3_3%0_xx_xx/H:3_13/I:xx-xx@xx+xx&xx-xx|xx+xx/J:3_12/K:2+6-25
20125000 21425000 e^pau-s+o=r/A:-2+1+3/B:20-3_1/C:08_xx+xx/D:02+xx_xx/E:5_5!0_xx-0/F:3_3#0_xx@1_3|1_12/G:5_5%0_xx_1/H:3_13/I:3-12@2+1&4-3|14+12/J:xx_xx/K:2+6-25
21425000 21725000 pau^s-o+r=e/A:-2+1+3/B:20-3_1/C:08_xx+xx/D:02+xx_xx/E:5_5!0_xx-0/F:3_3#0_xx@1_3|1_12/G:5_5%0_xx_1/H:3_13/I:3-12@2+1&4-3|14+12/J:xx_xx/K:2+6-25
21725000 22225000 s^o-r+e=d/A:-1+2+2/B:20-3_1/C:08_xx+xx/D:02+xx_xx/E:5_5!0_xx-0/F:3_3#0_xx@1_3|1_12/G:5_5%0_xx_1/H:3_13/I:3-12@2+1&4-3|14+12/J:xx_xx/K:2+6-25
22225000 23025000 o^r-e+d=e/A:-1+2+2/B:20-3_1/C:08_xx+xx/D:02+xx_xx/E:5_5!0_xx-0/F:3_3#0_xx@1_3|1_12/G:5_5%0_xx_1/H:3_13/I:3-12@2+1&4-3|14+12/J:xx_xx/K:2+6-25
23025000 23325000 r^e-d+e=hy/A:0+3+1/B:20-3_1/C:08_xx+xx/D:02+xx_xx/E:5_5!0_xx-0/F:3_3#0_xx@1_3|1_12/G:5_5%0_xx_1/H:3_13/I:3-12@2+1&4-3|14+12/J:xx_xx/K:2+6-25
23325000 24125000 e^d-e+hy=o/A:0+3+1/B:20-3_1/C:08_xx+xx/D:02+xx_xx/E:5_5!0_xx-0/F:3_3#0_xx@1_3|1_12/G:5_5%0_xx_1/H:3_13/I:3-12@2+1&4-3|14+12/J:xx_xx/K:2+6-25
24125000 25125000 d^e-hy+o=o/A:-4+1+5/B:08-xx_xx/C:02_xx+xx/D:13+xx_xx/E:3_3!0_xx-1/F:5_5#0_xx@2_2|4_9/G:4_4%0_xx_1/H:3_13/I:3-12@2+1&4-3|14+12/J:xx_xx/K:2+6-25
25125000 26225000 e^hy-o+o=t/A:-4+1+5/B:08-xx_xx/C:02_xx+xx/D:13+xx_xx/E:3_3!0_xx-1/F:5_5#0_xx@2_2|4_9/G:4_4%0_xx_1/H:3_13/I:3-12@2+1&4-3|14+12/J:xx_xx/K:2+6-25
26225000 26925000 hy^o-o+t=e/A:-3+2+4/B:08-xx_xx/C:02_xx+xx/D:13+xx_xx/E:3_3!0_xx-1/F:5_5#0_xx@2_2|4_9/G:4_4%0_xx_1/H:3_13/I:3-12@2+1&4-3|14+12/J:xx_xx/K:2+6-25
26925000 27525000 o^o-t+e=k/A:-2+3+3/B:08-xx_xx/C:02_xx+xx/D:13+xx_xx/E:3_3!0_xx-1/F:5_5#0_xx@2_2|4_9/G:4_4%0_xx_1/H:3_13/I:3-12@2+1&4-3|14+12/J:xx_xx/K:2+6-25
27525000 28125000 o^t-e+k=i/A:-2+3+3/B:08-xx_xx/C:02_xx+xx/D:13+xx_xx/E:3_3!0_xx-1/F:5_5#0_xx@2_2|4_9/G:4_4%0_xx_1/H:3_13/I:3-12@2+1&4-3|14+12/J:xx_xx/K:2+6-25
28125000 28625000 t^e-k+i=o/A:-1+4+2/B:08-xx_xx/C:02_xx+xx/D:13+xx_xx/E:3_3!0_xx-1/F:5_5#0_xx@2_2|4_9/G:4_4%0_xx_1/H:3_13/I:3-12@2+1&4-3|14+12/J:xx_xx/K:2+6-25
28625000 29425000 e^k-i+o=n/A:-1+4+2/B:08-xx_xx/C:02_xx+xx/D:13+xx_xx/E:3_3!0_xx-1/F:5_5#0_xx@2_2|4_9/G:4_4%0_xx_1/H:3_13/I:3-12@2+1&4-3|14+12/J:xx_xx/K:2+6-25
29425000 30425000 k^i-o+n=e/A:0+5+1/B:02-xx_xx/C:13_xx+xx/D:20+1_1/E:3_3!0_xx-1/F:5_5#0_xx@2_2|4_9/G:4_4%0_xx_1/H:3_13/I:3-12@2+1&4-3|14+12/J:xx_xx/K:2+6-25
30425000 31025000 i^o-n+e=r/A:-3+1+4/B:13-xx_xx/C:20_1+1/D:10+7_2/E:5_5!0_xx-1/F:4_4#0_xx@3_1|9_4/G:xx_xx%xx_xx_xx/H:3_13/I:3-12@2+1&4-3|14+12/J:xx_xx/K:2+6-25
31025000 31425000 o^n-e+r=a/A:-3+1+4/B:13-xx_xx/C:20_1+1/D:10+7_2/E:5_5!0_xx-1/F:4_4#0_xx@3_1|9_4/G:xx_xx%xx_xx_xx/H:3_13/I:3-12@2+1&4-3|14+12/J:xx_xx/K:2+6-25
31425000 32225000 n^e-r+a=cl/A:-2+2+3/B:13-xx_xx/C:20_1+1/D:10+7_2/E:5_5!0_xx-1/F:4_4#0_xx@3_1|9_4/G:xx_xx%xx_xx_xx/H:3_13/I:3-12@2+1&4-3|14+12/J:xx_xx/K:2+6-25
32225000 33325000 e^r-a+cl=t/A:-2+2+3/B:13-xx_xx/C:20_1+1/D:10+7_2/E:5_5!0_xx-1/F:4_4#0_xx@3_1|9_4/G:xx_xx%xx_xx_xx/H:3_13/I:3-12@2+1&4-3|14+12/J:xx_xx/K:2+6-25
33325000 33825000 r^a-cl+t=a/A:-1+3+2/B:13-xx_xx/C:20_1+1/D:10+7_2/E:5_5!0_xx-1/F:4_4#0_xx@3_1|9_4/G:xx_xx%xx_xx_xx/H:3_13/I:3-12@2+1&4-3|14+12/J:xx_xx/K:2+6-25
33825000 35025000 a^cl-t+a=sil/A:0+4+1/B:20-1_1/C:10_7+2/D:xx+xx_xx/E:5_5!0_xx-1/F:4_4#0_xx@3_1|9_4/G:xx_xx%xx_xx_xx/H:3_13/I:3-12@2+1&4-3|14+12/J:xx_xx/K:2+6-25
35025000 36925000 cl^t-a+sil=xx/A:0+4+1/B:20-1_1/C:10_7+2/D:xx+xx_xx/E:5_5!0_xx-1/F:4_4#0_xx@3_1|9_4/G:xx_xx%xx_xx_xx/H:3_13/I:3-12@2+1&4-3|14+12/J:xx_xx/K:2+6-25
