0 3825000 xx^xx-sil+k=a/A:xx+xx+xx/B:xx-xx_xx/C:xx_xx+xx/D:04+xx_xx/E:xx_xx!xx_xx-xx/F:xx_xx#xx_xx@xx_xx|xx_xx/G:4_1%0_xx_xx/H:xx_xx/I:xx-xx@xx+xx&xx-xx|xx+xx/J:5_21/K:2+9-34
11924999 12825000 ry^o-k+u=w/A:-1+3+2/B:23-xx_xx/C:02_xx+xx/D:24+xx_xx/E:4_1!0_xx-1/F:4_4#0_xx@2_4|5_17/G:5_3%0_xx_1/H:xx_xx/I:5-21@1+2&1-9|1+34/J:4_13/K:2+9-34
12825000 13125000 o^k-u+w=a/A:-1+3+2/B:23-xx_xx/C:02_xx+xx/D:24+xx_xx/E:4_1!0_xx-1/F:4_4#0_xx@2_4|5_17/G:5_3%0_xx_1/H:xx_xx/I:5-21@1+2&1-9|1+34/J:4_13/K:2+9-34
13125000 14225000 k^u-w+a=k/A:0+4+1/B:02-xx_xx/C:24_xx+xx/D:02+xx_xx/E:4_1!0_xx-1/F:4_4#0_xx@2_4|5_17/G:5_3%0_xx_1/H:xx_xx/I:5-21@1+2&1-9|1+34/J:4_13/K:2+9-34
14225000 15925000 u^w-a+k=o/A:0+4+1/B:02-xx_xx/C:24_xx+xx/D:02+xx_xx/E:4_1!0_xx-1/F:4_4#0_xx@2_4|5_17/G:5_3%0_xx_1/H:xx_xx/I:5-21@1+2&1-9|1+34/J:4_13/K:2+9-34
15925000 17225000 w^a-k+o=t/A:-2+1+5/B:24-xx_xx/C:02_xx+xx/D:13+xx_xx/E:4_4!0_xx-1/F:5_3#0_xx@3_3|9_13/G:4_3%0_xx_1/H:xx_xx/I:5-21@1+2&1-9|1+34/J:4_13/K:2+9-34
17225000 17925000 a^k-o+t=o/A:-2+1+5/B:24-xx_xx/C:02_xx+xx/D:13+xx_xx/E:4_4!0_xx-1/F:5_3#0_xx@3_3|9_13/G:4_3%0_xx_1/H:xx_xx/I:5-21@1+2&1-9|1+34/J:4_13/K:2+9-34
17925000 18625000 k^o-t+o=b/A:-1+2+4/B:24-xx_xx/C:02_xx+xx/D:13+xx_xx/E:4_4!0_xx-1/F:5_3#0_xx@3_3|9_13/G:4_3%0_xx_1/H:xx_xx/I:5-21@1+2&1-9|1+34/J:4_13/K:2+9-34
18625000 19225000 o^t-o+b=a/A:-1+2+4/B:24-xx_xx/C:02_xx+xx/D:13+xx_xx/E:4_4!0_xx-1/F:5_3#0_xx@3_3|9_13/G:4_3%0_xx_1/H:xx_xx/I:5-21@1+2&1-9|1+34/J:4_13/K:2+9-34
19225000 19625000 t^o-b+a=d/A:0+3+3/B:24-xx_xx/C:02_xx+xx/D:13+xx_xx/E:4_4!0_xx-1/F:5_3#0_xx@3_3|9_13/G:4_3%0_xx_1/H:xx_xx/I:5-21@1+2&1-9|1+34/J:4_13/K:2+9-34
19625000 20425000 o^b-a+d=e/A:0+3+3/B:24-xx_xx/C:02_xx+xx/D:13+xx_xx/E:4_4!0_xx-1/F:5_3#0_xx@3_3|9_13/G:4_3%0_xx_1/H:xx_xx/I:5-21@1+2&1-9|1+34/J:4_13/K:2+9-34
20425000 20724999 b^a-d+e=w/A:1+4+2/B:02-xx_xx/C:13_xx+xx/D:24+xx_xx/E:4_4!0_xx-1/F:5_3#0_xx@3_3|9_13/G:4_3%0_xx_1/H:xx_xx/I:5-21@1+2&1-9|1+34/J:4_13/K:2+9-34
20724999 21125000 a^d-e+w=a/A:1+4+2/B:02-xx_xx/C:13_xx+xx/D:24+xx_xx/E:4_4!0_xx-1/F:5_3#0_xx@3_3|9_13/G:4_3%0_xx_1/H:xx_xx/I:5-21@1+2&1-9|1+34/J:4_13/K:2+9-34
21125000 21925000 d^e-w+a=hy/A:2+5+1/B:13-xx_xx/C:24_xx+xx/D:03+xx_xx/E:4_4!0_xx-1/F:5_3#0_xx@3_3|9_13/G:4_3%0_xx_1/H:xx_xx/I:5-21@1+2&1-9|1+34/J:4_13/K:2+9-34
21925000 22325000 e^w-a+hy=o/A:2+5+1/B:13-xx_xx/C:24_xx+xx/D:03+xx_xx/E:4_4!0_xx-1/F:5_3#0_xx@3_3|9_13/G:4_3%0_xx_1/H:xx_xx/I:5-21@1+2&1-9|1+34/J:4_13/K:2+9-34
22325000 23725000 w^a-hy+o=o/A:-2+1+4/B:24-xx_xx/C:03_xx+xx/D:20+3_0/E:5_3!0_xx-1/F:4_3#0_xx@4_2|14_8/G:4_2%0_xx_1/H:xx_xx/I:5-21@1+2&1-9|1+34/J:4_13/K:2+9-34
23725000 25125000 a^hy-o+o=g/A:-2+1+4/B:24-xx_xx/C:03_xx+xx/D:20+3_0/E:5_3!0_xx-1/F:4_3#0_xx@4_2|14_8/G:4_2%0_xx_1/H:xx_xx/I:5-21@1+2&1-9|1+34/J:4_13/K:2+9-34
25125000 25625000 hy^o-o+g=e/A:-1+2+3/B:24-xx_xx/C:03_xx+xx/D:20+3_0/E:5_3!0_xx-1/F:4_3#0_xx@4_2|14_8/G:4_2%0_xx_1/H:xx_xx/I:5-21@1+2&1-9|1+34/J:4_13/K:2+9-34
25625000 26425000 o^o-g+e=N/A:0+3+2/B:24-xx_xx/C:03_xx+xx/D:20+3_0/E:5_3!0_xx-1/F:4_3#0_xx@4_2|14_8/G:4_2%0_xx_1/H:xx_xx/I:5-21@1+2&1-9|1+34/J:4_13/K:2+9-34
26425000 27525000 o^g-e+N=d/A:0+3+2/B:24-xx_xx/C:03_xx+xx/D:20+3_0/E:5_3!0_xx-1/F:4_3#0_xx@4_2|14_8/G:4_2%0_xx_1/H:xx_xx/I:5-21@1+2&1-9|1+34/J:4_13/K:2+9-34
27525000 27925000 g^e-N+d=e/A:1+4+1/B:24-xx_xx/C:03_xx+xx/D:20+3_0/E:5_3!0_xx-1/F:4_3#0_xx@4_2|14_8/G:4_2%0_xx_1/H:xx_xx/I:5-21@1+2&1-9|1+34/J:4_13/K:2+9-34
27925000 28825000 e^N-d+e=k/A:-1+1+4/B:03-xx_xx/C:20_3+0/D:10+7_2/E:4_3!0_xx-1/F:4_2#0_xx@5_1|18_4/G:1_1%0_xx_0/H:xx_xx/I:5-21@1+2&1-9|1+34/J:4_13/K:2+9-34
28825000 29425000 N^d-e+k=i/A:-1+1+4/B:03-xx_xx/C:20_3+0/D:10+7_2/E:4_3!0_xx-1/F:4_2#0_xx@5_1|18_4/G:1_1%0_xx_0/H:xx_xx/I:5-21@1+2&1-9|1+34/J:4_13/K:2+9-34
29425000 29925000 d^e-k+i=n/A:0+2+3/B:03-xx_xx/C:20_3+0/D:10+7_2/E:4_3!0_xx-1/F:4_2#0_xx@5_1|18_4/G:1_1%0_xx_0/H:xx_xx/I:5-21@1+2&1-9|1+34/J:4_13/K:2+9-34
29925000 30724999 e^k-i+n=a/A:0+2+3/B:03-xx_xx/C:20_3+0/D:10+7_2/E:4_3!0_xx-1/F:4_2#0_xx@5_1|18_4/G:1_1%0_xx_0/H:xx_xx/I:5-21@1+2&1-9|1+34/J:4_13/K:2+9-34
30724999 31525000 k^i-n+a=i/A:1+3+2/B:20-3_0/C:10_7+2/D:13+xx_xx/E:4_3!0_xx-1/F:4_2#0_xx@5_1|18_4/G:1_1%0_xx_0/H:xx_xx/I:5-21@1+2&1-9|1+34/J:4_13/K:2+9-34
31525000 32525000 i^n-a+i=pau/A:1+3+2/B:20-3_0/C:10_7+2/D:13+xx_xx/E:4_3!0_xx-1/F:4_2#0_xx@5_1|18_4/G:1_1%0_xx_0/H:xx_xx/I:5-21@1+2&1-9|1+34/J:4_13/K:2+9-34
32525000 35925000 n^a-i+pau=t/A:2+4+1/B:20-3_0/C:10_7+2/D:13+xx_xx/E:4_3!0_xx-1/F:4_2#0_xx@5_1|18_4/G:1_1%0_xx_0/H:xx_xx/I:5-21@1+2&1-9|1+34/J:4_13/K:2+9-34
35925000 36525000 a^i-pau+t=o/A:xx+xx+xx/B:10-7_2/C:xx_xx+xx/D:13+xx_xx/E:4_2!0_xx-xx/F:xx_xx#xx_xx@xx_xx|xx_xx/G:1_1%0_xx_xx/H:5_21/I:xx-xx@xx+xx&xx-xx|xx+xx/J:4_13/K:2+9-34
36525000 38125000 i^pau-t+o=s/A:0+1+1/B:10-7_2/C:13_xx+xx/D:07+xx_xx/E:4_2!0_xx-0/F:1_1#0_xx@1_4|1_13/G:2_2%0_xx_1/H:5_21/I:4-13@2+1&6-4|22+13/J:xx_xx/K:2+9-34
38125000 40425000 pau^t-o+s=o/A:0+1+1/B:10-7_2/C:13_xx+xx/D:07+xx_xx/E:4_2!0_xx-0/F:1_1#0_xx@1_4|1_13/G:2_2%0_xx_1/H:5_21/I:4-13@2+1&6-4|22+13/J:xx_xx/K:2+9-34
40425000 40925000 t^o-s+o=n/A:-1+1+2/B:13-xx_xx/C:07_xx+xx/D:02+xx_xx/E:1_1!0_xx-1/F:2_2#0_xx@2_3|2_12/G:6_4%0_xx_1/H:5_21/I:4-13@2+1&6-4|22+13/J:xx_xx/K:2+9-34
40925000 41224999 o^s-o+n=o/A:-1+1+2/B:13-xx_xx/C:07_xx+xx/D:02+xx_xx/E:1_1!0_xx-1/F:2_2#0_xx@2_3|2_12/G:6_4%0_xx_1/H:5_21/I:4-13@2+1&6-4|22+13/J:xx_xx/K:2+9-34
41224999 42125000 s^o-n+o=g/A:0+2+1/B:13-xx_xx/C:07_xx+xx/D:02+xx_xx/E:1_1!0_xx-1/F:2_2#0_xx@2_3|2_12/G:6_4%0_xx_1/H:5_21/I:4-13@2+1&6-4|22+13/J:xx_xx/K:2+9-34
42125000 42825000 o^n-o+g=e/A:0+2+1/B:13-xx_xx/C:07_xx+xx/D:02+xx_xx/E:1_1!0_xx-1/F:2_2#0_xx@2_3|2_12/G:6_4%0_xx_1/H:5_21/I:4-13@2+1&6-4|22+13/J:xx_xx/K:2+9-34
42825000 44325000 n^o-g+e=e/A:-3+1+6/B:07-xx_xx/C:02_xx+xx/D:15+xx_xx/E:2_2!0_xx-1/F:6_4#0_xx@3_2|4_10/G:4_2%0_xx_1/H:5_21/I:4-13@2+1&6-4|22+13/J:xx_xx/K:2+9-34
44325000 45125000 o^g-e+e=j/A:-3+1+6/B:07-xx_xx/C:02_xx+xx/D:15+xx_xx/E:2_2!0_xx-1/F:6_4#0_xx@3_2|4_10/G:4_2%0_xx_1/H:5_21/I:4-13@2+1&6-4|22+13/J:xx_xx/K:2+9-34
45125000 45824999 g^e-e+j=u/A:-2+2+5/B:07-xx_xx/C:02_xx+xx/D:15+xx_xx/E:2_2!0_xx-1/F:6_4#0_xx@3_2|4_10/G:4_2%0_xx_1/H:5_21/I:4-13@2+1&6-4|22+13/J:xx_xx/K:2+9-34
45824999 46224999 e^e-j+u=ts/A:-1+3+4/B:07-xx_xx/C:02_xx+xx/D:15+xx_xx/E:2_2!0_xx-1/F:6_4#0_xx@3_2|4_10/G:4_2%0_xx_1/H:5_21/I:4-13@2+1&6-4|22+13/J:xx_xx/K:2+9-34
46224999 46525000 e^j-u+ts=u/A:-1+3+4/B:07-xx_xx/C:02_xx+xx/D:15+xx_xx/E:2_2!0_xx-1/F:6_4#0_xx@3_2|4_10/G:4_2%0_xx_1/H:5_21/I:4-13@2+1&6-4|22+13/J:xx_xx/K:2+9-34
46525000 47225000 j^u-ts+u=k/A:0+4+3/B:07-xx_xx/C:02_xx+xx/D:15+xx_xx/E:2_2!0_xx-1/F:6_4#0_xx@3_2|4_10/G:4_2%0_xx_1/H:5_21/I:4-13@2+1&6-4|22+13/J:xx_xx/K:2+9-34
47225000 47925000 u^ts-u+k=a/A:0+4+3/B:07-xx_xx/C:02_xx+xx/D:15+xx_xx/E:2_2!0_xx-1/F:6_4#0_xx@3_2|4_10/G:4_2%0_xx_1/H:5_21/I:4-13@2+1&6-4|22+13/J:xx_xx/K:2+9-34
47925000 48225000 ts^u-k+a=w/A:1+5+2/B:02-xx_xx/C:15_xx+xx/D:24+xx_xx/E:2_2!0_xx-1/F:6_4#0_xx@3_2|4_10/G:4_2%0_xx_1/H:5_21/I:4-13@2+1&6-4|22+13/J:xx_xx/K:2+9-34
48225000 48625000 u^k-a+w=a/A:1+5+2/B:02-xx_xx/C:15_xx+xx/D:24+xx_xx/E:2_2!0_xx-1/F:6_4#0_xx@3_2|4_10/G:4_2%0_xx_1/H:5_21/I:4-13@2+1&6-4|22+13/J:xx_xx/K:2+9-34
48625000 49825000 k^a-w+a=s/A:2+6+1/B:15-xx_xx/C:24_xx+xx/D:20+1_1/E:2_2!0_xx-1/F:6_4#0_xx@3_2|4_10/G:4_2%0_xx_1/H:5_21/I:4-13@2+1&6-4|22+13/J:xx_xx/K:2+9-34
49825000 50225000 a^w-a+s=a/A:2+6+1/B:15-xx_xx/C:24_xx+xx/D:20+1_1/E:2_2!0_xx-1/F:6_4#0_xx@3_2|4_10/G:4_2%0_xx_1/H:5_21/I:4-13@2+1&6-4|22+13/J:xx_xx/K:2+9-34
50225000 51025000 w^a-s+a=k/A:-1+1+4/B:24-xx_xx/C:20_1+1/D:10+7_2/E:6_4!0_xx-1/F:4_2#0_xx@4_1|10_4/G:xx_xx%xx_xx_xx/H:5_21/I:4-13@2+1&6-4|22+13/J:xx_xx/K:2+9-34
51025000 52025000 a^s-a+k=e/A:-1+1+4/B:24-xx_xx/C:20_1+1/D:10+7_2/E:6_4!0_xx-1/F:4_2#0_xx@4_1|10_4/G:xx_xx%xx_xx_xx/H:5_21/I:4-13@2+1&6-4|22+13/J:xx_xx/K:2+9-34
52025000 52625000 s^a-k+e=N/A:0+2+3/B:24-xx_xx/C:20_1+1/D:10+7_2/E:6_4!0_xx-1/F:4_2#0_xx@4_1|10_4/G:xx_xx%xx_xx_xx/H:5_21/I:4-13@2+1&6-4|22+13/J:xx_xx/K:2+9-34
52625000 53225000 a^k-e+N=d/A:0+2+3/B:24-xx_xx/C:20_1+1/D:10+7_2/E:6_4!0_xx-1/F:4_2#0_xx@4_1|10_4/G:xx_xx%xx_xx_xx/H:5_21/I:4-13@2+1&6-4|22+13/J:xx_xx/K:2+9-34
53225000 54225000 k^e-N+d=a/A:1+3+2/B:24-xx_xx/C:20_1+1/D:10+7_2/E:6_4!0_xx-1/F:4_2#0_xx@4_1|10_4/G:xx_xx%xx_xx_xx/H:5_21/I:4-13@2+1&6-4|22+13/J:xx_xx/K:2+9-34
54225000 60225000 e^N-d+a=sil/A:2+4+1/B:20-1_1/C:10_7+2/D:xx+xx_xx/E:6_4!0_xx-1/F:4_2#0_xx@4_1|10_4/G:xx_xx%xx_xx_xx/H:5_21/I:4-13@2+1&6-4|22+13/J:xx_xx/K:2+9-34
