0 2725000 xx^xx-sil+k=a/A:xx+xx+xx/B:xx-xx_xx/C:xx_xx+xx/D:04+xx_xx/E:xx_xx!xx_xx-xx/F:xx_xx#xx_xx@xx_xx|xx_xx/G:4_1%0_xx_xx/H:xx_xx/I:xx-xx@xx+xx&xx-xx|xx+xx/J:6_25/K:1+6-25
21925000 22725000 m^i-m+i=o/A:0+2+2/B:23-xx_xx/C:02_xx+xx/D:13+xx_xx/E:5_3!0_xx-1/F:3_2#0_xx@4_3|15_11/G:3_3%0_xx_1/H:xx_xx/I:6-25@1+1&1-6|1+25/J:xx_xx/K:1+6-25
22725000 23424999 i^m-i+o=a/A:0+2+2/B:23-xx_xx/C:02_xx+xx/D:13+xx_xx/E:5_3!0_xx-1/F:3_2#0_xx@4_3|15_11/G:3_3%0_xx_1/H:xx_xx/I:6-25@1+1&1-6|1+25/J:xx_xx/K:1+6-25
23424999 24625000 m^i-o+a=t/A:1+3+1/B:02-xx_xx/C:13_xx+xx/D:20+3_1/E:5_3!0_xx-1/F:3_2#0_xx@4_3|15_11/G:3_3%0_xx_1/H:xx_xx/I:6-25@1+1&1-6|1+25/J:xx_xx/K:1+6-25
24625000 25525000 i^o-a+t=e/A:-2+1+3/B:13-xx_xx/C:20_3+1/D:12+xx_xx/E:3_2!0_xx-1/F:3_3#0_xx@5_2|18_8/G:5_3%0_xx_1/H:xx_xx/I:6-25@1+1&1-6|1+25/J:xx_xx/K:1+6-25
25525000 25924999 o^a-t+e=t/A:-1+2+2/B:13-xx_xx/C:20_3+1/D:12+xx_xx/E:3_2!0_xx-1/F:3_3#0_xx@5_2|18_8/G:5_3%0_xx_1/H:xx_xx/I:6-25@1+1&1-6|1+25/J:xx_xx/K:1+6-25
25924999 26725000 a^t-e+t=e/A:-1+2+2/B:13-xx_xx/C:20_3+1/D:12+xx_xx/E:3_2!0_xx-1/F:3_3#0_xx@5_2|18_8/G:5_3%0_xx_1/H:xx_xx/I:6-25@1+1&1-6|1+25/J:xx_xx/K:1+6-25
26725000 27125000 t^e-t+e=k/A:0+3+1/B:20-3_1/C:12_xx+xx/D:20+1_1/E:3_2!0_xx-1/F:3_3#0_xx@5_2|18_8/G:5_3%0_xx_1/H:xx_xx/I:6-25@1+1&1-6|1+25/J:xx_xx/K:1+6-25
27125000 28224999 e^t-e+k=I/A:0+3+1/B:20-3_1/C:12_xx+xx/D:20+1_1/E:3_2!0_xx-1/F:3_3#0_xx@5_2|18_8/G:5_3%0_xx_1/H:xx_xx/I:6-25@1+1&1-6|1+25/J:xx_xx/K:1+6-25
28224999 29025000 t^e-k+I=k/A:-2+1+5/B:12-xx_xx/C:20_1+1/D:10+7_1/E:3_3!0_xx-1/F:5_3#0_xx@6_1|21_5/G:xx_xx%xx_xx_xx/H:xx_xx/I:6-25@1+1&1-6|1+25/J:xx_xx/K:1+6-25
29025000 29325000 e^k-I+k=i/A:-2+1+5/B:12-xx_xx/C:20_1+1/D:10+7_1/E:3_3!0_xx-1/F:5_3#0_xx@6_1|21_5/G:xx_xx%xx_xx_xx/H:xx_xx/I:6-25@1+1&1-6|1+25/J:xx_xx/K:1+6-25
29325000 29925000 k^I-k+i=m/A:-1+2+4/B:12-xx_xx/C:20_1+1/D:10+7_1/E:3_3!0_xx-1/F:5_3#0_xx@6_1|21_5/G:xx_xx%xx_xx_xx/H:xx_xx/I:6-25@1+1&1-6|1+25/J:xx_xx/K:1+6-25
29925000 30225000 I^k-i+m=a/A:-1+2+4/B:12-xx_xx/C:20_1+1/D:10+7_1/E:3_3!0_xx-1/F:5_3#0_xx@6_1|21_5/G:xx_xx%xx_xx_xx/H:xx_xx/I:6-25@1+1&1-6|1+25/J:xx_xx/K:1+6-25
30225000 30924999 k^i-m+a=sh/A:0+3+3/B:20-1_1/C:10_7+1/D:10+7_2/E:3_3!0_xx-1/F:5_3#0_xx@6_1|21_5/G:xx_xx%xx_xx_xx/H:xx_xx/I:6-25@1+1&1-6|1+25/J:xx_xx/K:1+6-25
30924999 31725000 i^m-a+sh=I/A:0+3+3/B:20-1_1/C:10_7+1/D:10+7_2/E:3_3!0_xx-1/F:5_3#0_xx@6_1|21_5/G:xx_xx%xx_xx_xx/H:xx_xx/I:6-25@1+1&1-6|1+25/J:xx_xx/K:1+6-25
31725000 32625000 m^a-sh+I=t/A:1+4+2/B:20-1_1/C:10_7+1/D:10+7_2/E:3_3!0_xx-1/F:5_3#0_xx@6_1|21_5/G:xx_xx%xx_xx_xx/H:xx_xx/I:6-25@1+1&1-6|1+25/J:xx_xx/K:1+6-25
32625000 32925000 a^sh-I+t=a/A:1+4+2/B:20-1_1/C:10_7+1/D:10+7_2/E:3_3!0_xx-1/F:5_3#0_xx@6_1|21_5/G:xx_xx%xx_xx_xx/H:xx_xx/I:6-25@1+1&1-6|1+25/J:xx_xx/K:1+6-25
32925000 33424999 sh^I-t+a=sil/A:2+5+1/B:10-7_1/C:10_7+2/D:xx+xx_xx/E:3_3!0_xx-1/F:5_3#0_xx@6_1|21_5/G:xx_xx%xx_xx_xx/H:xx_xx/I:6-25@1+1&1-6|1+25/J:xx_xx/K:1+6-25
33424999 34625000 I^t-a+sil=xx/A:2+5+1/B:10-7_1/C:10_7+2/D:xx+xx_xx/E:3_3!0_xx-1/F:5_3#0_xx@6_1|21_5/G:xx_xx%xx_xx_xx/H:xx_xx/I:6-25@1+1&1-6|1+25/J:xx_xx/K:1+6-25
34625000 38125000 t^a-sil+xx=xx/A:xx+xx+xx/B:10-7_2/C:xx_xx+xx/D:xx+xx_xx/E:5_3!0_xx-xx/F:xx_xx#xx_xx@xx_xx|xx_xx/G:xx_xx%xx_xx_xx/H:6_25/I:xx-xx@xx+xx&xx-xx|xx+xx/J:xx_xx/K:1+6-25
