0 6225000 xx^xx-sil+k=o/A:xx+xx+xx/B:xx-xx_xx/C:xx_xx+xx/D:02+xx_xx/E:xx_xx!xx_xx-xx/F:xx_xx#xx_xx@xx_xx|xx_xx/G:5_1%0_xx_xx/H:xx_xx/I:xx-xx@xx+xx&xx-xx|xx+xx/J:6_26/K:2+10-39
21325000 21625000 w^a-f+U=k/A:-1+1+3/B:24-xx_xx/C:01_7+2/D:02+xx_xx/E:7_4!0_xx-1/F:3_2#0_xx@3_4|13_14/G:3_1%0_xx_1/H:xx_xx/I:6-26@1+2&1-10|1+39/J:4_13/K:2+10-39
21625000 22325000 a^f-U+k=a/A:-1+1+3/B:24-xx_xx/C:01_7+2/D:02+xx_xx/E:7_4!0_xx-1/F:3_2#0_xx@3_4|13_14/G:3_1%0_xx_1/H:xx_xx/I:6-26@1+2&1-10|1+39/J:4_13/K:2+10-39
22325000 23224999 f^U-k+a=i/A:0+2+2/B:24-xx_xx/C:01_7+2/D:02+xx_xx/E:7_4!0_xx-1/F:3_2#0_xx@3_4|13_14/G:3_1%0_xx_1/H:xx_xx/I:6-26@1+2&1-10|1+39/J:4_13/K:2+10-39
23224999 23725000 U^k-a+i=sh/A:0+2+2/B:24-xx_xx/C:01_7+2/D:02+xx_xx/E:7_4!0_xx-1/F:3_2#0_xx@3_4|13_14/G:3_1%0_xx_1/H:xx_xx/I:6-26@1+2&1-10|1+39/J:4_13/K:2+10-39
23725000 24925000 k^a-i+sh=i/A:1+3+1/B:24-xx_xx/C:01_7+2/D:02+xx_xx/E:7_4!0_xx-1/F:3_2#0_xx@3_4|13_14/G:3_1%0_xx_1/H:xx_xx/I:6-26@1+2&1-10|1+39/J:4_13/K:2+10-39
24925000 25525000 a^i-sh+i=ry/A:0+1+3/B:01-7_2/C:02_xx+xx/D:13+xx_xx/E:3_2!0_xx-1/F:3_1#0_xx@4_3|16_11/G:5_5%0_xx_1/H:xx_xx/I:6-26@1+2&1-10|1+39/J:4_13/K:2+10-39
25525000 26025000 i^sh-i+ry=o/A:0+1+3/B:01-7_2/C:02_xx+xx/D:13+xx_xx/E:3_2!0_xx-1/F:3_1#0_xx@4_3|16_11/G:5_5%0_xx_1/H:xx_xx/I:6-26@1+2&1-10|1+39/J:4_13/K:2+10-39
26025000 26625000 sh^i-ry+o=o/A:1+2+2/B:01-7_2/C:02_xx+xx/D:13+xx_xx/E:3_2!0_xx-1/F:3_1#0_xx@4_3|16_11/G:5_5%0_xx_1/H:xx_xx/I:6-26@1+2&1-10|1+39/J:4_13/K:2+10-39
26625000 27525000 i^ry-o+o=h/A:1+2+2/B:01-7_2/C:02_xx+xx/D:13+xx_xx/E:3_2!0_xx-1/F:3_1#0_xx@4_3|16_11/G:5_5%0_xx_1/H:xx_xx/I:6-26@1+2&1-10|1+39/J:4_13/K:2+10-39
27525000 27825000 ry^o-o+h=I/A:2+3+1/B:02-xx_xx/C:13_xx+xx/D:19+xx_xx/E:3_2!0_xx-1/F:3_1#0_xx@4_3|16_11/G:5_5%0_xx_1/H:xx_xx/I:6-26@1+2&1-10|1+39/J:4_13/K:2+10-39
27825000 28125000 o^o-h+I=ts/A:-4+1+5/B:13-xx_xx/C:19_xx+xx/D:13+xx_xx/E:3_1!0_xx-1/F:5_5#0_xx@5_2|19_8/G:3_2%0_xx_1/H:xx_xx/I:6-26@1+2&1-10|1+39/J:4_13/K:2+10-39
28125000 29425000 o^h-I+ts=u/A:-4+1+5/B:13-xx_xx/C:19_xx+xx/D:13+xx_xx/E:3_1!0_xx-1/F:5_5#0_xx@5_2|19_8/G:3_2%0_xx_1/H:xx_xx/I:6-26@1+2&1-10|1+39/J:4_13/K:2+10-39
29425000 29725000 h^I-ts+u=y/A:-3+2+4/B:13-xx_xx/C:19_xx+xx/D:13+xx_xx/E:3_1!0_xx-1/F:5_5#0_xx@5_2|19_8/G:3_2%0_xx_1/H:xx_xx/I:6-26@1+2&1-10|1+39/J:4_13/K:2+10-39
29725000 30025000 I^ts-u+y=o/A:-3+2+4/B:13-xx_xx/C:19_xx+xx/D:13+xx_xx/E:3_1!0_xx-1/F:5_5#0_xx@5_2|19_8/G:3_2%0_xx_1/H:xx_xx/I:6-26@1+2&1-10|1+39/J:4_13/K:2+10-39
30025000 31525000 ts^u-y+o=o/A:-2+3+3/B:13-xx_xx/C:19_xx+xx/D:13+xx_xx/E:3_1!0_xx-1/F:5_5#0_xx@5_2|19_8/G:3_2%0_xx_1/H:xx_xx/I:6-26@1+2&1-10|1+39/J:4_13/K:2+10-39
31525000 32025000 u^y-o+o=t/A:-2+3+3/B:13-xx_xx/C:19_xx+xx/D:13+xx_xx/E:3_1!0_xx-1/F:5_5#0_xx@5_2|19_8/G:3_2%0_xx_1/H:xx_xx/I:6-26@1+2&1-10|1+39/J:4_13/K:2+10-39
32025000 32425000 y^o-o+t=o/A:-1+4+2/B:13-xx_xx/C:19_xx+xx/D:13+xx_xx/E:3_1!0_xx-1/F:5_5#0_xx@5_2|19_8/G:3_2%0_xx_1/H:xx_xx/I:6-26@1+2&1-10|1+39/J:4_13/K:2+10-39
32425000 32925000 o^o-t+o=sh/A:0+5+1/B:19-xx_xx/C:13_xx+xx/D:20+4_1/E:3_1!0_xx-1/F:5_5#0_xx@5_2|19_8/G:3_2%0_xx_1/H:xx_xx/I:6-26@1+2&1-10|1+39/J:4_13/K:2+10-39
32925000 33224999 o^t-o+sh=I/A:0+5+1/B:19-xx_xx/C:13_xx+xx/D:20+4_1/E:3_1!0_xx-1/F:5_5#0_xx@5_2|19_8/G:3_2%0_xx_1/H:xx_xx/I:6-26@1+2&1-10|1+39/J:4_13/K:2+10-39
33224999 33925000 t^o-sh+I=t/A:-1+1+3/B:13-xx_xx/C:20_4+1/D:10+7_2/E:5_5!0_xx-1/F:3_2#0_xx@6_1|24_3/G:4_4%0_xx_0/H:xx_xx/I:6-26@1+2&1-10|1+39/J:4_13/K:2+10-39
33925000 34625000 o^sh-I+t=a/A:-1+1+3/B:13-xx_xx/C:20_4+1/D:10+7_2/E:5_5!0_xx-1/F:3_2#0_xx@6_1|24_3/G:4_4%0_xx_0/H:xx_xx/I:6-26@1+2&1-10|1+39/J:4_13/K:2+10-39
34625000 35325000 sh^I-t+a=g/A:0+2+2/B:20-4_1/C:10_7+2/D:12+xx_xx/E:5_5!0_xx-1/F:3_2#0_xx@6_1|24_3/G:4_4%0_xx_0/H:xx_xx/I:6-26@1+2&1-10|1+39/J:4_13/K:2+10-39
35325000 37325000 I^t-a+g=a/A:0+2+2/B:20-4_1/C:10_7+2/D:12+xx_xx/E:5_5!0_xx-1/F:3_2#0_xx@6_1|24_3/G:4_4%0_xx_0/H:xx_xx/I:6-26@1+2&1-10|1+39/J:4_13/K:2+10-39
37325000 37725000 t^a-g+a=pau/A:1+3+1/B:10-7_2/C:12_xx+xx/D:02+xx_xx/E:5_5!0_xx-1/F:3_2#0_xx@6_1|24_3/G:4_4%0_xx_0/H:xx_xx/I:6-26@1+2&1-10|1+39/J:4_13/K:2+10-39
37725000 39125000 a^g-a+pau=s/A:1+3+1/B:10-7_2/C:12_xx+xx/D:02+xx_xx/E:5_5!0_xx-1/F:3_2#0_xx@6_1|24_3/G:4_4%0_xx_0/H:xx_xx/I:6-26@1+2&1-10|1+39/J:4_13/K:2+10-39
39125000 39825000 g^a-pau+s=e/A:xx+xx+xx/B:12-xx_xx/C:xx_xx+xx/D:02+xx_xx/E:3_2!0_xx-xx/F:xx_xx#xx_xx@xx_xx|xx_xx/G:4_4%0_xx_xx/H:6_26/I:xx-xx@xx+xx&xx-xx|xx+xx/J:4_13/K:2+10-39
39825000 40625000 a^pau-s+e=N/A:-3+1+4/B:12-xx_xx/C:02_xx+xx/D:06+xx_xx/E:3_2!0_xx-0/F:4_4#0_xx@1_4|1_13/G:3_3%0_xx_1/H:6_26/I:4-13@2+1&7-4|27+13/J:xx_xx/K:2+10-39
40625000 41224999 pau^s-e+N=j/A:-3+1+4/B:12-xx_xx/C:02_xx+xx/D:06+xx_xx/E:3_2!0_xx-0/F:4_4#0_xx@1_4|1_13/G:3_3%0_xx_1/H:6_26/I:4-13@2+1&7-4|27+13/J:xx_xx/K:2+10-39
41224999 41925000 s^e-N+j=i/A:-2+2+3/B:12-xx_xx/C:02_xx+xx/D:06+xx_xx/E:3_2!0_xx-0/F:4_4#0_xx@1_4|1_13/G:3_3%0_xx_1/H:6_26/I:4-13@2+1&7-4|27+13/J:xx_xx/K:2+10-39
41925000 42825000 e^N-j+i=ts/A:-1+3+2/B:12-xx_xx/C:02_xx+xx/D:06+xx_xx/E:3_2!0_xx-0/F:4_4#0_xx@1_4|1_13/G:3_3%0_xx_1/H:6_26/I:4-13@2+1&7-4|27+13/J:xx_xx/K:2+10-39
42825000 43125000 N^j-i+ts=u/A:-1+3+2/B:12-xx_xx/C:02_xx+xx/D:06+xx_xx/E:3_2!0_xx-0/F:4_4#0_xx@1_4|1_13/G:3_3%0_xx_1/H:6_26/I:4-13@2+1&7-4|27+13/J:xx_xx/K:2+10-39
43125000 43625000 j^i-ts+u=y/A:0+4+1/B:12-xx_xx/C:02_xx+xx/D:06+xx_xx/E:3_2!0_xx-0/F:4_4#0_xx@1_4|1_13/G:3_3%0_xx_1/H:6_26/I:4-13@2+1&7-4|27+13/J:xx_xx/K:2+10-39
43625000 44525000 i^ts-u+y=a/A:0+4+1/B:12-xx_xx/C:02_xx+xx/D:06+xx_xx/E:3_2!0_xx-0/F:4_4#0_xx@1_4|1_13/G:3_3%0_xx_1/H:6_26/I:4-13@2+1&7-4|27+13/J:xx_xx/K:2+10-39
44525000 45325000 ts^u-y+a=cl/A:-2+1+3/B:02-xx_xx/C:06_xx+xx/D:03+xx_xx/E:4_4!0_xx-1/F:3_3#0_xx@2_3|5_9/G:4_4%0_xx_1/H:6_26/I:4-13@2+1&7-4|27+13/J:xx_xx/K:2+10-39
45325000 45824999 u^y-a+cl=t/A:-2+1+3/B:02-xx_xx/C:06_xx+xx/D:03+xx_xx/E:4_4!0_xx-1/F:3_3#0_xx@2_3|5_9/G:4_4%0_xx_1/H:6_26/I:4-13@2+1&7-4|27+13/J:xx_xx/K:2+10-39
45824999 46125000 y^a-cl+t=o/A:-1+2+2/B:02-xx_xx/C:06_xx+xx/D:03+xx_xx/E:4_4!0_xx-1/F:3_3#0_xx@2_3|5_9/G:4_4%0_xx_1/H:6_26/I:4-13@2+1&7-4|27+13/J:xx_xx/K:2+10-39
46125000 47725000 a^cl-t+o=sh/A:0+3+1/B:02-xx_xx/C:06_xx+xx/D:03+xx_xx/E:4_4!0_xx-1/F:3_3#0_xx@2_3|5_9/G:4_4%0_xx_1/H:6_26/I:4-13@2+1&7-4|27+13/J:xx_xx/K:2+10-39
47725000 48625000 cl^t-o+sh=u/A:0+3+1/B:02-xx_xx/C:06_xx+xx/D:03+xx_xx/E:4_4!0_xx-1/F:3_3#0_xx@2_3|5_9/G:4_4%0_xx_1/H:6_26/I:4-13@2+1&7-4|27+13/J:xx_xx/K:2+10-39
48625000 48925000 t^o-sh+u=u/A:-3+1+4/B:06-xx_xx/C:03_xx+xx/D:20+4_1/E:3_3!0_xx-1/F:4_4#0_xx@3_2|8_6/G:2_2%0_xx_1/H:6_26/I:4-13@2+1&7-4|27+13/J:xx_xx/K:2+10-39
48925000 49525000 o^sh-u+u=ry/A:-3+1+4/B:06-xx_xx/C:03_xx+xx/D:20+4_1/E:3_3!0_xx-1/F:4_4#0_xx@3_2|8_6/G:2_2%0_xx_1/H:6_26/I:4-13@2+1&7-4|27+13/J:xx_xx/K:2+10-39
49525000 50525000 sh^u-u+ry=o/A:-2+2+3/B:06-xx_xx/C:03_xx+xx/D:20+4_1/E:3_3!0_xx-1/F:4_4#0_xx@3_2|8_6/G:2_2%0_xx_1/H:6_26/I:4-13@2+1&7-4|27+13/J:xx_xx/K:2+10-39
50525000 51525000 u^u-ry+o=o/A:-1+3+2/B:06-xx_xx/C:03_xx+xx/D:20+4_1/E:3_3!0_xx-1/F:4_4#0_xx@3_2|8_6/G:2_2%0_xx_1/H:6_26/I:4-13@2+1&7-4|27+13/J:xx_xx/K:2+10-39
51525000 51825000 u^ry-o+o=sh/A:-1+3+2/B:06-xx_xx/C:03_xx+xx/D:20+4_1/E:3_3!0_xx-1/F:4_4#0_xx@3_2|8_6/G:2_2%0_xx_1/H:6_26/I:4-13@2+1&7-4|27+13/J:xx_xx/K:2+10-39
51825000 52225000 ry^o-o+sh=I/A:0+4+1/B:06-xx_xx/C:03_xx+xx/D:20+4_1/E:3_3!0_xx-1/F:4_4#0_xx@3_2|8_6/G:2_2%0_xx_1/H:6_26/I:4-13@2+1&7-4|27+13/J:xx_xx/K:2+10-39
52225000 53724999 o^o-sh+I=t/A:-1+1+2/B:03-xx_xx/C:20_4+1/D:10+7_2/E:4_4!0_xx-1/F:2_2#0_xx@4_1|12_2/G:xx_xx%xx_xx_xx/H:6_26/I:4-13@2+1&7-4|27+13/J:xx_xx/K:2+10-39
53724999 60725000 o^sh-I+t=a/A:-1+1+2/B:03-xx_xx/C:20_4+1/D:10+7_2/E:4_4!0_xx-1/F:2_2#0_xx@4_1|12_2/G:xx_xx%xx_xx_xx/H:6_26/I:4-13@2+1&7-4|27+13/J:xx_xx/K:2+10-39
