0 5525000 xx^xx-sil+s=o/A:xx+xx+xx/B:xx-xx_xx/C:xx_xx+xx/D:07+xx_xx/E:xx_xx!xx_xx-xx/F:xx_xx#xx_xx@xx_xx|xx_xx/G:2_2%0_xx_xx/H:xx_xx/I:xx-xx@xx+xx&xx-xx|xx+xx/J:7_18/K:2+11-32
17825000 18125000 i^sh-I+t=e/A:-1+1+2/B:03-xx_xx/C:20_4+1/D:12+xx_xx/E:3_3!0_xx-1/F:2_2#0_xx@4_4|10_9/G:3_3%0_xx_1/H:xx_xx/I:7-18@1+2&1-11|1+32/J:4_14/K:2+11-32
18125000 18725000 sh^I-t+e=i/A:0+2+1/B:20-4_1/C:12_xx+xx/D:17+3_2/E:3_3!0_xx-1/F:2_2#0_xx@4_4|10_9/G:3_3%0_xx_1/H:xx_xx/I:7-18@1+2&1-11|1+32/J:4_14/K:2+11-32
18725000 19625000 I^t-e+i=r/A:0+2+1/B:20-4_1/C:12_xx+xx/D:17+3_2/E:3_3!0_xx-1/F:2_2#0_xx@4_4|10_9/G:3_3%0_xx_1/H:xx_xx/I:7-18@1+2&1-11|1+32/J:4_14/K:2+11-32
19625000 20325000 t^e-i+r=u/A:-2+1+3/B:12-xx_xx/C:17_3+2/D:13+xx_xx/E:2_2!0_xx-1/F:3_3#0_xx@5_3|12_7/G:2_2%0_xx_1/H:xx_xx/I:7-18@1+2&1-11|1+32/J:4_14/K:2+11-32
20325000 20625000 e^i-r+u=t/A:-1+2+2/B:12-xx_xx/C:17_3+2/D:13+xx_xx/E:2_2!0_xx-1/F:3_3#0_xx@5_3|12_7/G:2_2%0_xx_1/H:xx_xx/I:7-18@1+2&1-11|1+32/J:4_14/K:2+11-32
20625000 21325000 i^r-u+t=o/A:-1+2+2/B:12-xx_xx/C:17_3+2/D:13+xx_xx/E:2_2!0_xx-1/F:3_3#0_xx@5_3|12_7/G:2_2%0_xx_1/H:xx_xx/I:7-18@1+2&1-11|1+32/J:4_14/K:2+11-32
21325000 21825000 r^u-t+o=i/A:0+3+1/B:17-3_2/C:13_xx+xx/D:20+1_2/E:2_2!0_xx-1/F:3_3#0_xx@5_3|12_7/G:2_2%0_xx_1/H:xx_xx/I:7-18@1+2&1-11|1+32/J:4_14/K:2+11-32
21825000 22425000 u^t-o+i=u/A:0+3+1/B:17-3_2/C:13_xx+xx/D:20+1_2/E:2_2!0_xx-1/F:3_3#0_xx@5_3|12_7/G:2_2%0_xx_1/H:xx_xx/I:7-18@1+2&1-11|1+32/J:4_14/K:2+11-32
22425000 23325000 t^o-i+u=n/A:-1+1+2/B:13-xx_xx/C:20_1+2/D:22+xx_xx/E:3_3!0_xx-1/F:2_2#0_xx@6_2|15_4/G:2_2%0_xx_1/H:xx_xx/I:7-18@1+2&1-11|1+32/J:4_14/K:2+11-32
23325000 23725000 o^i-u+n=o/A:0+2+1/B:13-xx_xx/C:20_1+2/D:22+xx_xx/E:3_3!0_xx-1/F:2_2#0_xx@6_2|15_4/G:2_2%0_xx_1/H:xx_xx/I:7-18@1+2&1-11|1+32/J:4_14/K:2+11-32
23725000 24125000 i^u-n+o=w/A:-1+1+2/B:20-1_2/C:22_xx+xx/D:24+xx_xx/E:2_2!0_xx-1/F:2_2#0_xx@7_1|17_2/G:3_3%0_xx_0/H:xx_xx/I:7-18@1+2&1-11|1+32/J:4_14/K:2+11-32
24125000 25025000 u^n-o+w=a/A:-1+1+2/B:20-1_2/C:22_xx+xx/D:24+xx_xx/E:2_2!0_xx-1/F:2_2#0_xx@7_1|17_2/G:3_3%0_xx_0/H:xx_xx/I:7-18@1+2&1-11|1+32/J:4_14/K:2+11-32
25025000 25325000 n^o-w+a=pau/A:0+2+1/B:22-xx_xx/C:24_xx+xx/D:03+xx_xx/E:2_2!0_xx-1/F:2_2#0_xx@7_1|17_2/G:3_3%0_xx_0/H:xx_xx/I:7-18@1+2&1-11|1+32/J:4_14/K:2+11-32
25325000 25724999 o^w-a+pau=k/A:0+2+1/B:22-xx_xx/C:24_xx+xx/D:03+xx_xx/E:2_2!0_xx-1/F:2_2#0_xx@7_1|17_2/G:3_3%0_xx_0/H:xx_xx/I:7-18@1+2&1-11|1+32/J:4_14/K:2+11-32
25724999 27325000 w^a-pau+k=o/A:xx+xx+xx/B:24-xx_xx/C:xx_xx+xx/D:03+xx_xx/E:2_2!0_xx-xx/F:xx_xx#xx_xx@xx_xx|xx_xx/G:3_3%0_xx_xx/H:7_18/I:xx-xx@xx+xx&xx-xx|xx+xx/J:4_14/K:2+11-32
27325000 27725000 a^pau-k+o=ch/A:-2+1+3/B:24-xx_xx/C:03_xx+xx/D:20+4_1/E:2_2!0_xx-0/F:3_3#0_xx@1_4|1_14/G:2_2%0_xx_1/H:7_18/I:4-14@2+1&8-4|19+14/J:xx_xx/K:2+11-32
27725000 28525000 pau^k-o+ch=o/A:-2+1+3/B:24-xx_xx/C:03_xx+xx/D:20+4_1/E:2_2!0_xx-0/F:3_3#0_xx@1_4|1_14/G:2_2%0_xx_1/H:7_18/I:4-14@2+1&8-4|19+14/J:xx_xx/K:2+11-32
28525000 29525000 k^o-ch+o=o/A:-1+2+2/B:24-xx_xx/C:03_xx+xx/D:20+4_1/E:2_2!0_xx-0/F:3_3#0_xx@1_4|1_14/G:2_2%0_xx_1/H:7_18/I:4-14@2+1&8-4|19+14/J:xx_xx/K:2+11-32
29525000 30125000 o^ch-o+o=sh/A:-1+2+2/B:24-xx_xx/C:03_xx+xx/D:20+4_1/E:2_2!0_xx-0/F:3_3#0_xx@1_4|1_14/G:2_2%0_xx_1/H:7_18/I:4-14@2+1&8-4|19+14/J:xx_xx/K:2+11-32
30125000 31125000 ch^o-o+sh=I/A:0+3+1/B:24-xx_xx/C:03_xx+xx/D:20+4_1/E:2_2!0_xx-0/F:3_3#0_xx@1_4|1_14/G:2_2%0_xx_1/H:7_18/I:4-14@2+1&8-4|19+14/J:xx_xx/K:2+11-32
31125000 31825000 o^o-sh+I=t/A:-1+1+2/B:03-xx_xx/C:20_4+1/D:10+7_2/E:3_3!0_xx-1/F:2_2#0_xx@2_3|4_11/G:6_3%0_xx_1/H:7_18/I:4-14@2+1&8-4|19+14/J:xx_xx/K:2+11-32
31825000 32125000 o^sh-I+t=a/A:-1+1+2/B:03-xx_xx/C:20_4+1/D:10+7_2/E:3_3!0_xx-1/F:2_2#0_xx@2_3|4_11/G:6_3%0_xx_1/H:7_18/I:4-14@2+1&8-4|19+14/J:xx_xx/K:2+11-32
32125000 32425000 sh^I-t+a=hy/A:0+2+1/B:20-4_1/C:10_7+2/D:03+xx_xx/E:3_3!0_xx-1/F:2_2#0_xx@2_3|4_11/G:6_3%0_xx_1/H:7_18/I:4-14@2+1&8-4|19+14/J:xx_xx/K:2+11-32
32425000 32825000 I^t-a+hy=o/A:0+2+1/B:20-4_1/C:10_7+2/D:03+xx_xx/E:3_3!0_xx-1/F:2_2#0_xx@2_3|4_11/G:6_3%0_xx_1/H:7_18/I:4-14@2+1&8-4|19+14/J:xx_xx/K:2+11-32
32825000 34025000 t^a-hy+o=o/A:-2+1+6/B:10-7_2/C:03_xx+xx/D:10+7_2/E:2_2!0_xx-1/F:6_3#0_xx@3_2|6_9/G:3_2%0_xx_1/H:7_18/I:4-14@2+1&8-4|19+14/J:xx_xx/K:2+11-32
34025000 35225000 a^hy-o+o=g/A:-2+1+6/B:10-7_2/C:03_xx+xx/D:10+7_2/E:2_2!0_xx-1/F:6_3#0_xx@3_2|6_9/G:3_2%0_xx_1/H:7_18/I:4-14@2+1&8-4|19+14/J:xx_xx/K:2+11-32
35225000 35925000 hy^o-o+g=e/A:-1+2+5/B:10-7_2/C:03_xx+xx/D:10+7_2/E:2_2!0_xx-1/F:6_3#0_xx@3_2|6_9/G:3_2%0_xx_1/H:7_18/I:4-14@2+1&8-4|19+14/J:xx_xx/K:2+11-32
35925000 36625000 o^o-g+e=N/A:0+3+4/B:10-7_2/C:03_xx+xx/D:10+7_2/E:2_2!0_xx-1/F:6_3#0_xx@3_2|6_9/G:3_2%0_xx_1/H:7_18/I:4-14@2+1&8-4|19+14/J:xx_xx/K:2+11-32
36625000 37325000 o^g-e+N=d/A:0+3+4/B:10-7_2/C:03_xx+xx/D:10+7_2/E:2_2!0_xx-1/F:6_3#0_xx@3_2|6_9/G:3_2%0_xx_1/H:7_18/I:4-14@2+1&8-4|19+14/J:xx_xx/K:2+11-32
37325000 37625000 g^e-N+d=a/A:1+4+3/B:10-7_2/C:03_xx+xx/D:10+7_2/E:2_2!0_xx-1/F:6_3#0_xx@3_2|6_9/G:3_2%0_xx_1/H:7_18/I:4-14@2+1&8-4|19+14/J:xx_xx/K:2+11-32
37625000 38525000 e^N-d+a=t/A:2+5+2/B:03-xx_xx/C:10_7+2/D:13+xx_xx/E:2_2!0_xx-1/F:6_3#0_xx@3_2|6_9/G:3_2%0_xx_1/H:7_18/I:4-14@2+1&8-4|19+14/J:xx_xx/K:2+11-32
38525000 39025000 N^d-a+t=o/A:2+5+2/B:03-xx_xx/C:10_7+2/D:13+xx_xx/E:2_2!0_xx-1/F:6_3#0_xx@3_2|6_9/G:3_2%0_xx_1/H:7_18/I:4-14@2+1&8-4|19+14/J:xx_xx/K:2+11-32
39025000 39525000 d^a-t+o=o/A:3+6+1/B:10-7_2/C:13_xx+xx/D:20+1_2/E:2_2!0_xx-1/F:6_3#0_xx@3_2|6_9/G:3_2%0_xx_1/H:7_18/I:4-14@2+1&8-4|19+14/J:xx_xx/K:2+11-32
39525000 39825000 a^t-o+o=m/A:3+6+1/B:10-7_2/C:13_xx+xx/D:20+1_2/E:2_2!0_xx-1/F:6_3#0_xx@3_2|6_9/G:3_2%0_xx_1/H:7_18/I:4-14@2+1&8-4|19+14/J:xx_xx/K:2+11-32
39825000 41025000 t^o-o+m=o/A:-1+1+3/B:13-xx_xx/C:20_1+2/D:xx+xx_xx/E:6_3!0_xx-1/F:3_2#0_xx@4_1|12_3/G:xx_xx%xx_xx_xx/H:7_18/I:4-14@2+1&8-4|19+14/J:xx_xx/K:2+11-32
41025000 42825000 o^o-m+o=u/A:0+2+2/B:13-xx_xx/C:20_1+2/D:xx+xx_xx/E:6_3!0_xx-1/F:3_2#0_xx@4_1|12_3/G:xx_xx%xx_xx_xx/H:7_18/I:4-14@2+1&8-4|19+14/J:xx_xx/K:2+11-32
42825000 43324999 o^m-o+u=sil/A:0+2+2/B:13-xx_xx/C:20_1+2/D:xx+xx_xx/E:6_3!0_xx-1/F:3_2#0_xx@4_1|12_3/G:xx_xx%xx_xx_xx/H:7_18/I:4-14@2+1&8-4|19+14/J:xx_xx/K:2+11-32
43324999 45725000 m^o-u+sil=xx/A:1+3+1/B:13-xx_xx/C:20_1+2/D:xx+xx_xx/E:6_3!0_xx-1/F:3_2#0_xx@4_1|12_3/G:xx_xx%xx_xx_xx/H:7_18/I:4-14@2+1&8-4|19+14/J:xx_xx/K:2+11-32
