0 2925000 xx^xx-sil+k=a/A:xx+xx+xx/B:xx-xx_xx/C:xx_xx+xx/D:04+xx_xx/E:xx_xx!xx_xx-xx/F:xx_xx#xx_xx@xx_xx|xx_xx/G:6_3%0_xx_xx/H:xx_xx/I:xx-xx@xx+xx&xx-xx|xx+xx/J:1_6/K:2+5-23
10425000 11825000 N^w-a+pau=r/A:3+6+1/B:02-xx_xx/C:24_xx+xx/D:02+xx_xx/E:xx_xx!xx_xx-xx/F:6_3#0_xx@1_1|1_6/G:6_3%0_xx_0/H:xx_xx/I:1-6@1+2&1-5|1+23/J:4_17/K:2+5-23
11825000 12225000 w^a-pau+r=e/A:xx+xx+xx/B:24-xx_xx/C:xx_xx+xx/D:02+xx_xx/E:6_3!0_xx-xx/F:xx_xx#xx_xx@xx_xx|xx_xx/G:6_3%0_xx_xx/H:1_6/I:xx-xx@xx+xx&xx-xx|xx+xx/J:4_17/K:2+5-23
12225000 12825000 a^pau-r+e=j/A:-2+1+6/B:24-xx_xx/C:02_xx+xx/D:02+xx_xx/E:6_3!0_xx-0/F:6_3#0_xx@1_4|1_17/G:5_3%0_xx_1/H:1_6/I:4-17@2+1&2-4|7+17/J:xx_xx/K:2+5-23
12825000 13625000 pau^r-e+j=i/A:-2+1+6/B:24-xx_xx/C:02_xx+xx/D:02+xx_xx/E:6_3!0_xx-0/F:6_3#0_xx@1_4|1_17/G:5_3%0_xx_1/H:1_6/I:4-17@2+1&2-4|7+17/J:xx_xx/K:2+5-23
13625000 14625000 r^e-j+i=gy/A:-1+2+5/B:24-xx_xx/C:02_xx+xx/D:02+xx_xx/E:6_3!0_xx-0/F:6_3#0_xx@1_4|1_17/G:5_3%0_xx_1/H:1_6/I:4-17@2+1&2-4|7+17/J:xx_xx/K:2+5-23
14625000 14925000 e^j-i+gy=o/A:-1+2+5/B:24-xx_xx/C:02_xx+xx/D:02+xx_xx/E:6_3!0_xx-0/F:6_3#0_xx@1_4|1_17/G:5_3%0_xx_1/H:1_6/I:4-17@2+1&2-4|7+17/J:xx_xx/K:2+5-23
14925000 15825000 j^i-gy+o=o/A:0+3+4/B:02-xx_xx/C:02_xx+xx/D:13+xx_xx/E:6_3!0_xx-0/F:6_3#0_xx@1_4|1_17/G:5_3%0_xx_1/H:1_6/I:4-17@2+1&2-4|7+17/J:xx_xx/K:2+5-23
15825000 16825000 i^gy-o+o=m/A:0+3+4/B:02-xx_xx/C:02_xx+xx/D:13+xx_xx/E:6_3!0_xx-0/F:6_3#0_xx@1_4|1_17/G:5_3%0_xx_1/H:1_6/I:4-17@2+1&2-4|7+17/J:xx_xx/K:2+5-23
16825000 17325000 gy^o-o+m=u/A:1+4+3/B:02-xx_xx/C:02_xx+xx/D:13+xx_xx/E:6_3!0_xx-0/F:6_3#0_xx@1_4|1_17/G:5_3%0_xx_1/H:1_6/I:4-17@2+1&2-4|7+17/J:xx_xx/K:2+5-23
17325000 17625000 o^o-m+u=n/A:2+5+2/B:02-xx_xx/C:02_xx+xx/D:13+xx_xx/E:6_3!0_xx-0/F:6_3#0_xx@1_4|1_17/G:5_3%0_xx_1/H:1_6/I:4-17@2+1&2-4|7+17/J:xx_xx/K:2+5-23
17625000 18625000 o^m-u+n=i/A:2+5+2/B:02-xx_xx/C:02_xx+xx/D:13+xx_xx/E:6_3!0_xx-0/F:6_3#0_xx@1_4|1_17/G:5_3%0_xx_1/H:1_6/I:4-17@2+1&2-4|7+17/J:xx_xx/K:2+5-23
18625000 19425000 m^u-n+i=ts/A:3+6+1/B:02-xx_xx/C:13_xx+xx/D:20+1_1/E:6_3!0_xx-0/F:6_3#0_xx@1_4|1_17/G:5_3%0_xx_1/H:1_6/I:4-17@2+1&2-4|7+17/J:xx_xx/K:2+5-23
19425000 20225000 u^n-i+ts=U/A:3+6+1/B:02-xx_xx/C:13_xx+xx/D:20+1_1/E:6_3!0_xx-0/F:6_3#0_xx@1_4|1_17/G:5_3%0_xx_1/H:1_6/I:4-17@2+1&2-4|7+17/J:xx_xx/K:2+5-23
20225000 20525000 n^i-ts+U=k/A:-2+1+5/B:13-xx_xx/C:20_1+1/D:10+7_2/E:6_3!0_xx-1/F:5_3#0_xx@2_3|7_11/G:4_2%0_xx_1/H:1_6/I:4-17@2+1&2-4|7+17/J:xx_xx/K:2+5-23
20525000 21025000 i^ts-U+k=i/A:-2+1+5/B:13-xx_xx/C:20_1+1/D:10+7_2/E:6_3!0_xx-1/F:5_3#0_xx@2_3|7_11/G:4_2%0_xx_1/H:1_6/I:4-17@2+1&2-4|7+17/J:xx_xx/K:2+5-23
21025000 21625000 ts^U-k+i=t/A:-1+2+4/B:13-xx_xx/C:20_1+1/D:10+7_2/E:6_3!0_xx-1/F:5_3#0_xx@2_3|7_11/G:4_2%0_xx_1/H:1_6/I:4-17@2+1&2-4|7+17/J:xx_xx/K:2+5-23
21625000 22125000 U^k-i+t=a/A:-1+2+4/B:13-xx_xx/C:20_1+1/D:10+7_2/E:6_3!0_xx-1/F:5_3#0_xx@2_3|7_11/G:4_2%0_xx_1/H:1_6/I:4-17@2+1&2-4|7+17/J:xx_xx/K:2+5-23
22125000 23025000 k^i-t+a=i/A:0+3+3/B:20-1_1/C:10_7+2/D:13+xx_xx/E:6_3!0_xx-1/F:5_3#0_xx@2_3|7_11/G:4_2%0_xx_1/H:1_6/I:4-17@2+1&2-4|7+17/J:xx_xx/K:2+5-23
23025000 23424999 i^t-a+i=t/A:0+3+3/B:20-1_1/C:10_7+2/D:13+xx_xx/E:6_3!0_xx-1/F:5_3#0_xx@2_3|7_11/G:4_2%0_xx_1/H:1_6/I:4-17@2+1&2-4|7+17/J:xx_xx/K:2+5-23
23424999 24325000 t^a-i+t=o/A:1+4+2/B:20-1_1/C:10_7+2/D:13+xx_xx/E:6_3!0_xx-1/F:5_3#0_xx@2_3|7_11/G:4_2%0_xx_1/H:1_6/I:4-17@2+1&2-4|7+17/J:xx_xx/K:2+5-23
24325000 24625000 a^i-t+o=o/A:2+5+1/B:10-7_2/C:13_xx+xx/D:20+1_1/E:6_3!0_xx-1/F:5_3#0_xx@2_3|7_11/G:4_2%0_xx_1/H:1_6/I:4-17@2+1&2-4|7+17/J:xx_xx/K:2+5-23
24625000 25025000 i^t-o+o=m/A:2+5+1/B:10-7_2/C:13_xx+xx/D:20+1_1/E:6_3!0_xx-1/F:5_3#0_xx@2_3|7_11/G:4_2%0_xx_1/H:1_6/I:4-17@2+1&2-4|7+17/J:xx_xx/K:2+5-23
25025000 26125000 t^o-o+m=o/A:-1+1+4/B:13-xx_xx/C:20_1+1/D:12+xx_xx/E:5_3!0_xx-1/F:4_2#0_xx@3_2|12_6/G:2_2%0_xx_1/H:1_6/I:4-17@2+1&2-4|7+17/J:xx_xx/K:2+5-23
26125000 27125000 o^o-m+o=cl/A:0+2+3/B:13-xx_xx/C:20_1+1/D:12+xx_xx/E:5_3!0_xx-1/F:4_2#0_xx@3_2|12_6/G:2_2%0_xx_1/H:1_6/I:4-17@2+1&2-4|7+17/J:xx_xx/K:2+5-23
27125000 27825000 o^m-o+cl=t/A:0+2+3/B:13-xx_xx/C:20_1+1/D:12+xx_xx/E:5_3!0_xx-1/F:4_2#0_xx@3_2|12_6/G:2_2%0_xx_1/H:1_6/I:4-17@2+1&2-4|7+17/J:xx_xx/K:2+5-23
27825000 28224999 m^o-cl+t=e/A:1+3+2/B:13-xx_xx/C:20_1+1/D:12+xx_xx/E:5_3!0_xx-1/F:4_2#0_xx@3_2|12_6/G:2_2%0_xx_1/H:1_6/I:4-17@2+1&2-4|7+17/J:xx_xx/K:2+5-23
28224999 28725000 o^cl-t+e=i/A:2+4+1/B:20-1_1/C:12_xx+xx/D:17+3_2/E:5_3!0_xx-1/F:4_2#0_xx@3_2|12_6/G:2_2%0_xx_1/H:1_6/I:4-17@2+1&2-4|7+17/J:xx_xx/K:2+5-23
28725000 29425000 cl^t-e+i=r/A:2+4+1/B:20-1_1/C:12_xx+xx/D:17+3_2/E:5_3!0_xx-1/F:4_2#0_xx@3_2|12_6/G:2_2%0_xx_1/H:1_6/I:4-17@2+1&2-4|7+17/J:xx_xx/K:2+5-23
29425000 29825000 t^e-i+r=u/A:-1+1+2/B:12-xx_xx/C:17_3+2/D:xx+xx_xx/E:4_2!0_xx-1/F:2_2#0_xx@4_1|16_2/G:xx_xx%xx_xx_xx/H:1_6/I:4-17@2+1&2-4|7+17/J:xx_xx/K:2+5-23
29825000 31025000 e^i-r+u=sil/A:0+2+1/B:12-xx_xx/C:17_3+2/D:xx+xx_xx/E:4_2!0_xx-1/F:2_2#0_xx@4_1|16_2/G:xx_xx%xx_xx_xx/H:1_6/I:4-17@2+1&2-4|7+17/J:xx_xx/K:2+5-23
31025000 33825000 i^r-u+sil=xx/A:0+2+1/B:12-xx_xx/C:17_3+2/D:xx+xx_xx/E:4_2!0_xx-1/F:2_2#0_xx@4_1|16_2/G:xx_xx%xx_xx_xx/H:1_6/I:4-17@2+1&2-4|7+17/J:xx_xx/K:2+5-23
