0 4325000 xx^xx-sil+k=o/A:xx+xx+xx/B:xx-xx_xx/C:xx_xx+xx/D:18+xx_xx/E:xx_xx!xx_xx-xx/F:xx_xx#xx_xx@xx_xx|xx_xx/G:7_4%0_xx_xx/H:xx_xx/I:xx-xx@xx+xx&xx-xx|xx+xx/J:3_22/K:1+3-22
10125000 11225000 k^U-s+u=w/A:2+6+2/B:xx-xx_xx/C:18_xx+xx/D:24+xx_xx/E:xx_xx!xx_xx-xx/F:7_4#0_xx@1_3|1_22/G:6_1%0_xx_1/H:xx_xx/I:3-22@1+1&1-3|1+22/J:xx_xx/K:1+3-22
11225000 11525000 U^s-u+w=a/A:2+6+2/B:xx-xx_xx/C:18_xx+xx/D:24+xx_xx/E:xx_xx!xx_xx-xx/F:7_4#0_xx@1_3|1_22/G:6_1%0_xx_1/H:xx_xx/I:3-22@1+1&1-3|1+22/J:xx_xx/K:1+3-22
11525000 11825000 s^u-w+a=p/A:3+7+1/B:18-xx_xx/C:24_xx+xx/D:18+xx_xx/E:xx_xx!xx_xx-xx/F:7_4#0_xx@1_3|1_22/G:6_1%0_xx_1/H:xx_xx/I:3-22@1+1&1-3|1+22/J:xx_xx/K:1+3-22
11825000 13025000 u^w-a+p=o/A:3+7+1/B:18-xx_xx/C:24_xx+xx/D:18+xx_xx/E:xx_xx!xx_xx-xx/F:7_4#0_xx@1_3|1_22/G:6_1%0_xx_1/H:xx_xx/I:3-22@1+1&1-3|1+22/J:xx_xx/K:1+3-22
13025000 13925000 w^a-p+o=o/A:0+1+6/B:24-xx_xx/C:18_xx+xx/D:23+xx_xx/E:7_4!0_xx-1/F:6_1#0_xx@2_2|8_15/G:9_8%0_xx_1/H:xx_xx/I:3-22@1+1&1-3|1+22/J:xx_xx/K:1+3-22
13925000 14825000 a^p-o+o=r/A:0+1+6/B:24-xx_xx/C:18_xx+xx/D:23+xx_xx/E:7_4!0_xx-1/F:6_1#0_xx@2_2|8_15/G:9_8%0_xx_1/H:xx_xx/I:3-22@1+1&1-3|1+22/J:xx_xx/K:1+3-22
14825000 15825000 p^o-o+r=a/A:1+2+5/B:24-xx_xx/C:18_xx+xx/D:23+xx_xx/E:7_4!0_xx-1/F:6_1#0_xx@2_2|8_15/G:9_8%0_xx_1/H:xx_xx/I:3-22@1+1&1-3|1+22/J:xx_xx/K:1+3-22
15825000 16525000 o^o-r+a=N/A:2+3+4/B:24-xx_xx/C:18_xx+xx/D:23+xx_xx/E:7_4!0_xx-1/F:6_1#0_xx@2_2|8_15/G:9_8%0_xx_1/H:xx_xx/I:3-22@1+1&1-3|1+22/J:xx_xx/K:1+3-22
16525000 17225000 o^r-a+N=d/A:2+3+4/B:24-xx_xx/C:18_xx+xx/D:23+xx_xx/E:7_4!0_xx-1/F:6_1#0_xx@2_2|8_15/G:9_8%0_xx_1/H:xx_xx/I:3-22@1+1&1-3|1+22/J:xx_xx/K:1+3-22
17225000 17625000 r^a-N+d=o/A:3+4+3/B:24-xx_xx/C:18_xx+xx/D:23+xx_xx/E:7_4!0_xx-1/F:6_1#0_xx@2_2|8_15/G:9_8%0_xx_1/H:xx_xx/I:3-22@1+1&1-3|1+22/J:xx_xx/K:1+3-22
17625000 18325000 a^N-d+o=n/A:4+5+2/B:24-xx_xx/C:18_xx+xx/D:23+xx_xx/E:7_4!0_xx-1/F:6_1#0_xx@2_2|8_15/G:9_8%0_xx_1/H:xx_xx/I:3-22@1+1&1-3|1+22/J:xx_xx/K:1+3-22
18325000 18625000 N^d-o+n=o/A:4+5+2/B:24-xx_xx/C:18_xx+xx/D:23+xx_xx/E:7_4!0_xx-1/F:6_1#0_xx@2_2|8_15/G:9_8%0_xx_1/H:xx_xx/I:3-22@1+1&1-3|1+22/J:xx_xx/K:1+3-22
18625000 19225000 d^o-n+o=t/A:5+6+1/B:18-xx_xx/C:23_xx+xx/D:02+xx_xx/E:7_4!0_xx-1/F:6_1#0_xx@2_2|8_15/G:9_8%0_xx_1/H:xx_xx/I:3-22@1+1&1-3|1+22/J:xx_xx/K:1+3-22
19225000 20025000 o^n-o+t=e/A:5+6+1/B:18-xx_xx/C:23_xx+xx/D:02+xx_xx/E:7_4!0_xx-1/F:6_1#0_xx@2_2|8_15/G:9_8%0_xx_1/H:xx_xx/I:3-22@1+1&1-3|1+22/J:xx_xx/K:1+3-22
20025000 20825000 n^o-t+e=N/A:-7+1+9/B:23-xx_xx/C:02_xx+xx/D:15+xx_xx/E:6_1!0_xx-1/F:9_8#0_xx@3_1|14_9/G:xx_xx%xx_xx_xx/H:xx_xx/I:3-22@1+1&1-3|1+22/J:xx_xx/K:1+3-22
20825000 21125000 o^t-e+N=m/A:-7+1+9/B:23-xx_xx/C:02_xx+xx/D:15+xx_xx/E:6_1!0_xx-1/F:9_8#0_xx@3_1|14_9/G:xx_xx%xx_xx_xx/H:xx_xx/I:3-22@1+1&1-3|1+22/J:xx_xx/K:1+3-22
21125000 22225000 t^e-N+m=o/A:-6+2+8/B:23-xx_xx/C:02_xx+xx/D:15+xx_xx/E:6_1!0_xx-1/F:9_8#0_xx@3_1|14_9/G:xx_xx%xx_xx_xx/H:xx_xx/I:3-22@1+1&1-3|1+22/J:xx_xx/K:1+3-22
22225000 23224999 e^N-m+o=N/A:-5+3+7/B:23-xx_xx/C:02_xx+xx/D:15+xx_xx/E:6_1!0_xx-1/F:9_8#0_xx@3_1|14_9/G:xx_xx%xx_xx_xx/H:xx_xx/I:3-22@1+1&1-3|1+22/J:xx_xx/K:1+3-22
23224999 23525000 N^m-o+N=g/A:-5+3+7/B:23-xx_xx/C:02_xx+xx/D:15+xx_xx/E:6_1!0_xx-1/F:9_8#0_xx@3_1|14_9/G:xx_xx%xx_xx_xx/H:xx_xx/I:3-22@1+1&1-3|1+22/J:xx_xx/K:1+3-22
23525000 24025000 m^o-N+g=a/A:-4+4+6/B:23-xx_xx/C:02_xx+xx/D:15+xx_xx/E:6_1!0_xx-1/F:9_8#0_xx@3_1|14_9/G:xx_xx%xx_xx_xx/H:xx_xx/I:3-22@1+1&1-3|1+22/J:xx_xx/K:1+3-22
24025000 24725000 o^N-g+a=k/A:-3+5+5/B:23-xx_xx/C:02_xx+xx/D:15+xx_xx/E:6_1!0_xx-1/F:9_8#0_xx@3_1|14_9/G:xx_xx%xx_xx_xx/H:xx_xx/I:3-22@1+1&1-3|1+22/J:xx_xx/K:1+3-22
24725000 25225000 N^g-a+k=U/A:-3+5+5/B:23-xx_xx/C:02_xx+xx/D:15+xx_xx/E:6_1!0_xx-1/F:9_8#0_xx@3_1|14_9/G:xx_xx%xx_xx_xx/H:xx_xx/I:3-22@1+1&1-3|1+22/J:xx_xx/K:1+3-22
25225000 25525000 g^a-k+U=sh/A:-2+6+4/B:23-xx_xx/C:02_xx+xx/D:15+xx_xx/E:6_1!0_xx-1/F:9_8#0_xx@3_1|14_9/G:xx_xx%xx_xx_xx/H:xx_xx/I:3-22@1+1&1-3|1+22/J:xx_xx/K:1+3-22
25525000 26425000 a^k-U+sh=a/A:-2+6+4/B:23-xx_xx/C:02_xx+xx/D:15+xx_xx/E:6_1!0_xx-1/F:9_8#0_xx@3_1|14_9/G:xx_xx%xx_xx_xx/H:xx_xx/I:3-22@1+1&1-3|1+22/J:xx_xx/K:1+3-22
26425000 26725000 k^U-sh+a=d/A:-1+7+3/B:02-xx_xx/C:15_xx+xx/D:10+7_2/E:6_1!0_xx-1/F:9_8#0_xx@3_1|14_9/G:xx_xx%xx_xx_xx/H:xx_xx/I:3-22@1+1&1-3|1+22/J:xx_xx/K:1+3-22
26725000 27025000 U^sh-a+d=e/A:-1+7+3/B:02-xx_xx/C:15_xx+xx/D:10+7_2/E:6_1!0_xx-1/F:9_8#0_xx@3_1|14_9/G:xx_xx%xx_xx_xx/H:xx_xx/I:3-22@1+1&1-3|1+22/J:xx_xx/K:1+3-22
27025000 27825000 sh^a-d+e=s/A:0+8+2/B:15-xx_xx/C:10_7+2/D:xx+xx_xx/E:6_1!0_xx-1/F:9_8#0_xx@3_1|14_9/G:xx_xx%xx_xx_xx/H:xx_xx/I:3-22@1+1&1-3|1+22/J:xx_xx/K:1+3-22
27825000 29925000 a^d-e+s=U/A:0+8+2/B:15-xx_xx/C:10_7+2/D:xx+xx_xx/E:6_1!0_xx-1/F:9_8#0_xx@3_1|14_9/G:xx_xx%xx_xx_xx/H:xx_xx/I:3-22@1+1&1-3|1+22/J:xx_xx/K:1+3-22
29925000 30225000 d^e-s+U=sil/A:1+9+1/B:15-xx_xx/C:10_7+2/D:xx+xx_xx/E:6_1!0_xx-1/F:9_8#0_xx@3_1|14_9/G:xx_xx%xx_xx_xx/H:xx_xx/I:3-22@1+1&1-3|1+22/J:xx_xx/K:1+3-22
30225000 32525000 e^s-U+sil=xx/A:1+9+1/B:15-xx_xx/C:10_7+2/D:xx+xx_xx/E:6_1!0_xx-1/F:9_8#0_xx@3_1|14_9/G:xx_xx%xx_xx_xx/H:xx_xx/I:3-22@1+1&1-3|1+22/J:xx_xx/K:1+3-22
