0 5125000 xx^xx-sil+w=a/A:xx+xx+xx/B:xx-xx_xx/C:xx_xx+xx/D:04+xx_xx/E:xx_xx!xx_xx-xx/F:xx_xx#xx_xx@xx_xx|xx_xx/G:4_4%0_xx_xx/H:xx_xx/I:xx-xx@xx+xx&xx-xx|xx+xx/J:6_28/K:1+6-28
14725000 15025000 t^o-n+o=n/A:4+5+1/B:02-xx_xx/C:23_xx+xx/D:22+xx_xx/E:4_4!0_xx-1/F:5_1#0_xx@2_5|5_24/G:4_1%0_xx_1/H:xx_xx/I:6-28@1+1&1-6|1+28/J:xx_xx/K:1+6-28
15025000 15825000 o^n-o+n=a/A:4+5+1/B:02-xx_xx/C:23_xx+xx/D:22+xx_xx/E:4_4!0_xx-1/F:5_1#0_xx@2_5|5_24/G:4_1%0_xx_1/H:xx_xx/I:6-28@1+1&1-6|1+28/J:xx_xx/K:1+6-28
15825000 16425000 n^o-n+a=k/A:0+1+4/B:23-xx_xx/C:22_xx+xx/D:13+xx_xx/E:5_1!0_xx-1/F:4_1#0_xx@3_4|10_19/G:8_5%0_xx_1/H:xx_xx/I:6-28@1+1&1-6|1+28/J:xx_xx/K:1+6-28
16425000 17225000 o^n-a+k=a/A:0+1+4/B:23-xx_xx/C:22_xx+xx/D:13+xx_xx/E:5_1!0_xx-1/F:4_1#0_xx@3_4|10_19/G:8_5%0_xx_1/H:xx_xx/I:6-28@1+1&1-6|1+28/J:xx_xx/K:1+6-28
17225000 17725000 n^a-k+a=n/A:1+2+3/B:23-xx_xx/C:22_xx+xx/D:13+xx_xx/E:5_1!0_xx-1/F:4_1#0_xx@3_4|10_19/G:8_5%0_xx_1/H:xx_xx/I:6-28@1+1&1-6|1+28/J:xx_xx/K:1+6-28
17725000 18125000 a^k-a+n=i/A:1+2+3/B:23-xx_xx/C:22_xx+xx/D:13+xx_xx/E:5_1!0_xx-1/F:4_1#0_xx@3_4|10_19/G:8_5%0_xx_1/H:xx_xx/I:6-28@1+1&1-6|1+28/J:xx_xx/K:1+6-28
18125000 18725000 k^a-n+i=w/A:2+3+2/B:22-xx_xx/C:13_xx+xx/D:24+xx_xx/E:5_1!0_xx-1/F:4_1#0_xx@3_4|10_19/G:8_5%0_xx_1/H:xx_xx/I:6-28@1+1&1-6|1+28/J:xx_xx/K:1+6-28
18725000 19025000 a^n-i+w=a/A:2+3+2/B:22-xx_xx/C:13_xx+xx/D:24+xx_xx/E:5_1!0_xx-1/F:4_1#0_xx@3_4|10_19/G:8_5%0_xx_1/H:xx_xx/I:6-28@1+1&1-6|1+28/J:xx_xx/K:1+6-28
19025000 20125000 n^i-w+a=k/A:3+4+1/B:13-xx_xx/C:24_xx+xx/D:03+xx_xx/E:5_1!0_xx-1/F:4_1#0_xx@3_4|10_19/G:8_5%0_xx_1/H:xx_xx/I:6-28@1+1&1-6|1+28/J:xx_xx/K:1+6-28
20125000 21225000 i^w-a+k=e/A:3+4+1/B:13-xx_xx/C:24_xx+xx/D:03+xx_xx/E:5_1!0_xx-1/F:4_1#0_xx@3_4|10_19/G:8_5%0_xx_1/H:xx_xx/I:6-28@1+1&1-6|1+28/J:xx_xx/K:1+6-28
21225000 22325000 w^a-k+e=e/A:-4+1+8/B:24-xx_xx/C:03_xx+xx/D:03+xx_xx/E:4_1!0_xx-1/F:8_5#0_xx@4_3|14_15/G:4_1%0_xx_1/H:xx_xx/I:6-28@1+1&1-6|1+28/J:xx_xx/K:1+6-28
22325000 23825000 a^k-e+e=t/A:-4+1+8/B:24-xx_xx/C:03_xx+xx/D:03+xx_xx/E:4_1!0_xx-1/F:8_5#0_xx@4_3|14_15/G:4_1%0_xx_1/H:xx_xx/I:6-28@1+1&1-6|1+28/J:xx_xx/K:1+6-28
23825000 24625000 k^e-e+t=a/A:-3+2+7/B:24-xx_xx/C:03_xx+xx/D:03+xx_xx/E:4_1!0_xx-1/F:8_5#0_xx@4_3|14_15/G:4_1%0_xx_1/H:xx_xx/I:6-28@1+1&1-6|1+28/J:xx_xx/K:1+6-28
24625000 25825000 e^e-t+a=i/A:-2+3+6/B:24-xx_xx/C:03_xx+xx/D:03+xx_xx/E:4_1!0_xx-1/F:8_5#0_xx@4_3|14_15/G:4_1%0_xx_1/H:xx_xx/I:6-28@1+1&1-6|1+28/J:xx_xx/K:1+6-28
25825000 26125000 e^t-a+i=d/A:-2+3+6/B:24-xx_xx/C:03_xx+xx/D:03+xx_xx/E:4_1!0_xx-1/F:8_5#0_xx@4_3|14_15/G:4_1%0_xx_1/H:xx_xx/I:6-28@1+1&1-6|1+28/J:xx_xx/K:1+6-28
26125000 26525000 t^a-i+d=e/A:-1+4+5/B:24-xx_xx/C:03_xx+xx/D:03+xx_xx/E:4_1!0_xx-1/F:8_5#0_xx@4_3|14_15/G:4_1%0_xx_1/H:xx_xx/I:6-28@1+1&1-6|1+28/J:xx_xx/K:1+6-28
26525000 27325000 a^i-d+e=N/A:0+5+4/B:03-xx_xx/C:03_xx+xx/D:13+xx_xx/E:4_1!0_xx-1/F:8_5#0_xx@4_3|14_15/G:4_1%0_xx_1/H:xx_xx/I:6-28@1+1&1-6|1+28/J:xx_xx/K:1+6-28
27325000 27625000 i^d-e+N=w/A:0+5+4/B:03-xx_xx/C:03_xx+xx/D:13+xx_xx/E:4_1!0_xx-1/F:8_5#0_xx@4_3|14_15/G:4_1%0_xx_1/H:xx_xx/I:6-28@1+1&1-6|1+28/J:xx_xx/K:1+6-28
27625000 28525000 d^e-N+w=a/A:1+6+3/B:03-xx_xx/C:03_xx+xx/D:13+xx_xx/E:4_1!0_xx-1/F:8_5#0_xx@4_3|14_15/G:4_1%0_xx_1/H:xx_xx/I:6-28@1+1&1-6|1+28/J:xx_xx/K:1+6-28
28525000 29025000 e^N-w+a=g/A:2+7+2/B:03-xx_xx/C:03_xx+xx/D:13+xx_xx/E:4_1!0_xx-1/F:8_5#0_xx@4_3|14_15/G:4_1%0_xx_1/H:xx_xx/I:6-28@1+1&1-6|1+28/J:xx_xx/K:1+6-28
29025000 29625000 N^w-a+g=a/A:2+7+2/B:03-xx_xx/C:03_xx+xx/D:13+xx_xx/E:4_1!0_xx-1/F:8_5#0_xx@4_3|14_15/G:4_1%0_xx_1/H:xx_xx/I:6-28@1+1&1-6|1+28/J:xx_xx/K:1+6-28
29625000 30025000 w^a-g+a=h/A:3+8+1/B:03-xx_xx/C:13_xx+xx/D:20+1_1/E:4_1!0_xx-1/F:8_5#0_xx@4_3|14_15/G:4_1%0_xx_1/H:xx_xx/I:6-28@1+1&1-6|1+28/J:xx_xx/K:1+6-28
30025000 31125000 a^g-a+h=a/A:3+8+1/B:03-xx_xx/C:13_xx+xx/D:20+1_1/E:4_1!0_xx-1/F:8_5#0_xx@4_3|14_15/G:4_1%0_xx_1/H:xx_xx/I:6-28@1+1&1-6|1+28/J:xx_xx/K:1+6-28
31125000 31625000 g^a-h+a=i/A:0+1+4/B:13-xx_xx/C:20_1+1/D:12+xx_xx/E:8_5!0_xx-1/F:4_1#0_xx@5_2|22_7/G:3_2%0_xx_1/H:xx_xx/I:6-28@1+1&1-6|1+28/J:xx_xx/K:1+6-28
31625000 32525000 a^h-a+i=cl/A:0+1+4/B:13-xx_xx/C:20_1+1/D:12+xx_xx/E:8_5!0_xx-1/F:4_1#0_xx@5_2|22_7/G:3_2%0_xx_1/H:xx_xx/I:6-28@1+1&1-6|1+28/J:xx_xx/K:1+6-28
32525000 33125000 h^a-i+cl=t/A:1+2+3/B:13-xx_xx/C:20_1+1/D:12+xx_xx/E:8_5!0_xx-1/F:4_1#0_xx@5_2|22_7/G:3_2%0_xx_1/H:xx_xx/I:6-28@1+1&1-6|1+28/J:xx_xx/K:1+6-28
33125000 33725000 a^i-cl+t=e/A:2+3+2/B:13-xx_xx/C:20_1+1/D:12+xx_xx/E:8_5!0_xx-1/F:4_1#0_xx@5_2|22_7/G:3_2%0_xx_1/H:xx_xx/I:6-28@1+1&1-6|1+28/J:xx_xx/K:1+6-28
33725000 34025000 i^cl-t+e=i/A:3+4+1/B:20-1_1/C:12_xx+xx/D:17+3_1/E:8_5!0_xx-1/F:4_1#0_xx@5_2|22_7/G:3_2%0_xx_1/H:xx_xx/I:6-28@1+1&1-6|1+28/J:xx_xx/K:1+6-28
34025000 34725000 cl^t-e+i=m/A:3+4+1/B:20-1_1/C:12_xx+xx/D:17+3_1/E:8_5!0_xx-1/F:4_1#0_xx@5_2|22_7/G:3_2%0_xx_1/H:xx_xx/I:6-28@1+1&1-6|1+28/J:xx_xx/K:1+6-28
34725000 35725000 t^e-i+m=a/A:-1+1+3/B:12-xx_xx/C:17_3+1/D:10+7_2/E:4_1!0_xx-1/F:3_2#0_xx@6_1|26_3/G:xx_xx%xx_xx_xx/H:xx_xx/I:6-28@1+1&1-6|1+28/J:xx_xx/K:1+6-28
35725000 36525000 e^i-m+a=s/A:0+2+2/B:17-3_1/C:10_7+2/D:xx+xx_xx/E:4_1!0_xx-1/F:3_2#0_xx@6_1|26_3/G:xx_xx%xx_xx_xx/H:xx_xx/I:6-28@1+1&1-6|1+28/J:xx_xx/K:1+6-28
36525000 38625000 i^m-a+s=U/A:0+2+2/B:17-3_1/C:10_7+2/D:xx+xx_xx/E:4_1!0_xx-1/F:3_2#0_xx@6_1|26_3/G:xx_xx%xx_xx_xx/H:xx_xx/I:6-28@1+1&1-6|1+28/J:xx_xx/K:1+6-28
38625000 38925000 m^a-s+U=sil/A:1+3+1/B:17-3_1/C:10_7+2/D:xx+xx_xx/E:4_1!0_xx-1/F:3_2#0_xx@6_1|26_3/G:xx_xx%xx_xx_xx/H:xx_xx/I:6-28@1+1&1-6|1+28/J:xx_xx/K:1+6-28
38925000 41625000 a^s-U+sil=xx/A:1+3+1/B:17-3_1/C:10_7+2/D:xx+xx_xx/E:4_1!0_xx-1/F:3_2#0_xx@6_1|26_3/G:xx_xx%xx_xx_xx/H:xx_xx/I:6-28@1+1&1-6|1+28/J:xx_xx/K:1+6-28
