0 2525000 xx^xx-sil+w=a/A:xx+xx+xx/B:xx-xx_xx/C:xx_xx+xx/D:04+xx_xx/E:xx_xx!xx_xx-xx/F:xx_xx#xx_xx@xx_xx|xx_xx/G:4_4%0_xx_xx/H:xx_xx/I:xx-xx@xx+xx&xx-xx|xx+xx/J:2_9/K:2+7-28
10925000 11625000 j^i-m+e=n/A:2+4+2/B:24-xx_xx/C:02_xx+xx/D:13+xx_xx/E:4_4!0_xx-1/F:5_2#0_xx@2_1|5_5/G:7_3%0_xx_0/H:xx_xx/I:2-9@1+2&1-7|1+28/J:5_19/K:2+7-28
11625000 12325000 i^m-e+n=i/A:2+4+2/B:24-xx_xx/C:02_xx+xx/D:13+xx_xx/E:4_4!0_xx-1/F:5_2#0_xx@2_1|5_5/G:7_3%0_xx_0/H:xx_xx/I:2-9@1+2&1-7|1+28/J:5_19/K:2+7-28
12325000 13025000 m^e-n+i=pau/A:3+5+1/B:02-xx_xx/C:13_xx+xx/D:16+xx_xx/E:4_4!0_xx-1/F:5_2#0_xx@2_1|5_5/G:7_3%0_xx_0/H:xx_xx/I:2-9@1+2&1-7|1+28/J:5_19/K:2+7-28
13025000 14325000 e^n-i+pau=d/A:3+5+1/B:02-xx_xx/C:13_xx+xx/D:16+xx_xx/E:4_4!0_xx-1/F:5_2#0_xx@2_1|5_5/G:7_3%0_xx_0/H:xx_xx/I:2-9@1+2&1-7|1+28/J:5_19/K:2+7-28
14325000 15525000 n^i-pau+d=o/A:xx+xx+xx/B:13-xx_xx/C:xx_xx+xx/D:16+xx_xx/E:5_2!0_xx-xx/F:xx_xx#xx_xx@xx_xx|xx_xx/G:7_3%0_xx_xx/H:2_9/I:xx-xx@xx+xx&xx-xx|xx+xx/J:5_19/K:2+7-28
15525000 16125000 i^pau-d+o=o/A:-2+1+7/B:13-xx_xx/C:16_xx+xx/D:02+xx_xx/E:5_2!0_xx-0/F:7_3#0_xx@1_5|1_19/G:4_3%0_xx_1/H:2_9/I:5-19@2+1&3-5|10+19/J:xx_xx/K:2+7-28
16125000 17525000 pau^d-o+o=gy/A:-2+1+7/B:13-xx_xx/C:16_xx+xx/D:02+xx_xx/E:5_2!0_xx-0/F:7_3#0_xx@1_5|1_19/G:4_3%0_xx_1/H:2_9/I:5-19@2+1&3-5|10+19/J:xx_xx/K:2+7-28
17525000 18525000 d^o-o+gy=o/A:-1+2+6/B:13-xx_xx/C:16_xx+xx/D:02+xx_xx/E:5_2!0_xx-0/F:7_3#0_xx@1_5|1_19/G:4_3%0_xx_1/H:2_9/I:5-19@2+1&3-5|10+19/J:xx_xx/K:2+7-28
18525000 19025000 o^o-gy+o=o/A:0+3+5/B:16-xx_xx/C:02_xx+xx/D:13+xx_xx/E:5_2!0_xx-0/F:7_3#0_xx@1_5|1_19/G:4_3%0_xx_1/H:2_9/I:5-19@2+1&3-5|10+19/J:xx_xx/K:2+7-28
19025000 20125000 o^gy-o+o=sh/A:0+3+5/B:16-xx_xx/C:02_xx+xx/D:13+xx_xx/E:5_2!0_xx-0/F:7_3#0_xx@1_5|1_19/G:4_3%0_xx_1/H:2_9/I:5-19@2+1&3-5|10+19/J:xx_xx/K:2+7-28
20125000 20525000 gy^o-o+sh=a/A:1+4+4/B:16-xx_xx/C:02_xx+xx/D:13+xx_xx/E:5_2!0_xx-0/F:7_3#0_xx@1_5|1_19/G:4_3%0_xx_1/H:2_9/I:5-19@2+1&3-5|10+19/J:xx_xx/K:2+7-28
20525000 21025000 o^o-sh+a=k/A:2+5+3/B:16-xx_xx/C:02_xx+xx/D:13+xx_xx/E:5_2!0_xx-0/F:7_3#0_xx@1_5|1_19/G:4_3%0_xx_1/H:2_9/I:5-19@2+1&3-5|10+19/J:xx_xx/K:2+7-28
21025000 21625000 o^sh-a+k=a/A:2+5+3/B:16-xx_xx/C:02_xx+xx/D:13+xx_xx/E:5_2!0_xx-0/F:7_3#0_xx@1_5|1_19/G:4_3%0_xx_1/H:2_9/I:5-19@2+1&3-5|10+19/J:xx_xx/K:2+7-28
21625000 22025000 sh^a-k+a=r/A:3+6+2/B:02-xx_xx/C:13_xx+xx/D:03+xx_xx/E:5_2!0_xx-0/F:7_3#0_xx@1_5|1_19/G:4_3%0_xx_1/H:2_9/I:5-19@2+1&3-5|10+19/J:xx_xx/K:2+7-28
22025000 22425000 a^k-a+r=a/A:3+6+2/B:02-xx_xx/C:13_xx+xx/D:03+xx_xx/E:5_2!0_xx-0/F:7_3#0_xx@1_5|1_19/G:4_3%0_xx_1/H:2_9/I:5-19@2+1&3-5|10+19/J:xx_xx/K:2+7-28
22425000 23424999 k^a-r+a=h/A:4+7+1/B:02-xx_xx/C:13_xx+xx/D:03+xx_xx/E:5_2!0_xx-0/F:7_3#0_xx@1_5|1_19/G:4_3%0_xx_1/H:2_9/I:5-19@2+1&3-5|10+19/J:xx_xx/K:2+7-28
23424999 23725000 a^r-a+h=a/A:4+7+1/B:02-xx_xx/C:13_xx+xx/D:03+xx_xx/E:5_2!0_xx-0/F:7_3#0_xx@1_5|1_19/G:4_3%0_xx_1/H:2_9/I:5-19@2+1&3-5|10+19/J:xx_xx/K:2+7-28
23725000 24025000 r^a-h+a=n/A:-2+1+4/B:13-xx_xx/C:03_xx+xx/D:13+xx_xx/E:7_3!0_xx-1/F:4_3#0_xx@2_4|8_12/G:2_2%0_xx_1/H:2_9/I:5-19@2+1&3-5|10+19/J:xx_xx/K:2+7-28
24025000 24425000 a^h-a+n=a/A:-2+1+4/B:13-xx_xx/C:03_xx+xx/D:13+xx_xx/E:7_3!0_xx-1/F:4_3#0_xx@2_4|8_12/G:2_2%0_xx_1/H:2_9/I:5-19@2+1&3-5|10+19/J:xx_xx/K:2+7-28
24425000 25625000 h^a-n+a=sh/A:-1+2+3/B:13-xx_xx/C:03_xx+xx/D:13+xx_xx/E:7_3!0_xx-1/F:4_3#0_xx@2_4|8_12/G:2_2%0_xx_1/H:2_9/I:5-19@2+1&3-5|10+19/J:xx_xx/K:2+7-28
25625000 25924999 a^n-a+sh=i/A:-1+2+3/B:13-xx_xx/C:03_xx+xx/D:13+xx_xx/E:7_3!0_xx-1/F:4_3#0_xx@2_4|8_12/G:2_2%0_xx_1/H:2_9/I:5-19@2+1&3-5|10+19/J:xx_xx/K:2+7-28
25924999 27125000 n^a-sh+i=o/A:0+3+2/B:13-xx_xx/C:03_xx+xx/D:13+xx_xx/E:7_3!0_xx-1/F:4_3#0_xx@2_4|8_12/G:2_2%0_xx_1/H:2_9/I:5-19@2+1&3-5|10+19/J:xx_xx/K:2+7-28
27125000 28125000 a^sh-i+o=k/A:0+3+2/B:13-xx_xx/C:03_xx+xx/D:13+xx_xx/E:7_3!0_xx-1/F:4_3#0_xx@2_4|8_12/G:2_2%0_xx_1/H:2_9/I:5-19@2+1&3-5|10+19/J:xx_xx/K:2+7-28
28125000 28424999 sh^i-o+k=I/A:1+4+1/B:03-xx_xx/C:13_xx+xx/D:20+1_2/E:7_3!0_xx-1/F:4_3#0_xx@2_4|8_12/G:2_2%0_xx_1/H:2_9/I:5-19@2+1&3-5|10+19/J:xx_xx/K:2+7-28
28424999 28725000 i^o-k+I=k/A:-1+1+2/B:13-xx_xx/C:20_1+2/D:03+xx_xx/E:4_3!0_xx-1/F:2_2#0_xx@3_3|12_8/G:4_1%0_xx_1/H:2_9/I:5-19@2+1&3-5|10+19/J:xx_xx/K:2+7-28
28725000 29325000 o^k-I+k=u/A:-1+1+2/B:13-xx_xx/C:20_1+2/D:03+xx_xx/E:4_3!0_xx-1/F:2_2#0_xx@3_3|12_8/G:4_1%0_xx_1/H:2_9/I:5-19@2+1&3-5|10+19/J:xx_xx/K:2+7-28
29325000 30125000 k^I-k+u=d/A:0+2+1/B:13-xx_xx/C:20_1+2/D:03+xx_xx/E:4_3!0_xx-1/F:2_2#0_xx@3_3|12_8/G:4_1%0_xx_1/H:2_9/I:5-19@2+1&3-5|10+19/J:xx_xx/K:2+7-28
30125000 30625000 I^k-u+d=o/A:0+2+1/B:13-xx_xx/C:20_1+2/D:03+xx_xx/E:4_3!0_xx-1/F:2_2#0_xx@3_3|12_8/G:4_1%0_xx_1/H:2_9/I:5-19@2+1&3-5|10+19/J:xx_xx/K:2+7-28
30625000 31425000 k^u-d+o=ry/A:0+1+4/B:20-1_2/C:03_xx+xx/D:13+xx_xx/E:2_2!0_xx-1/F:4_1#0_xx@4_2|14_6/G:2_2%0_xx_1/H:2_9/I:5-19@2+1&3-5|10+19/J:xx_xx/K:2+7-28
31425000 31825000 u^d-o+ry=o/A:0+1+4/B:20-1_2/C:03_xx+xx/D:13+xx_xx/E:2_2!0_xx-1/F:4_1#0_xx@4_2|14_6/G:2_2%0_xx_1/H:2_9/I:5-19@2+1&3-5|10+19/J:xx_xx/K:2+7-28
31825000 32625000 d^o-ry+o=k/A:1+2+3/B:20-1_2/C:03_xx+xx/D:13+xx_xx/E:2_2!0_xx-1/F:4_1#0_xx@4_2|14_6/G:2_2%0_xx_1/H:2_9/I:5-19@2+1&3-5|10+19/J:xx_xx/K:2+7-28
32625000 32925000 o^ry-o+k=u/A:1+2+3/B:20-1_2/C:03_xx+xx/D:13+xx_xx/E:2_2!0_xx-1/F:4_1#0_xx@4_2|14_6/G:2_2%0_xx_1/H:2_9/I:5-19@2+1&3-5|10+19/J:xx_xx/K:2+7-28
32925000 33725000 ry^o-k+u=o/A:2+3+2/B:20-1_2/C:03_xx+xx/D:13+xx_xx/E:2_2!0_xx-1/F:4_1#0_xx@4_2|14_6/G:2_2%0_xx_1/H:2_9/I:5-19@2+1&3-5|10+19/J:xx_xx/K:2+7-28
33725000 34925000 o^k-u+o=sh/A:2+3+2/B:20-1_2/C:03_xx+xx/D:13+xx_xx/E:2_2!0_xx-1/F:4_1#0_xx@4_2|14_6/G:2_2%0_xx_1/H:2_9/I:5-19@2+1&3-5|10+19/J:xx_xx/K:2+7-28
34925000 35225000 k^u-o+sh=I/A:3+4+1/B:03-xx_xx/C:13_xx+xx/D:20+4_1/E:2_2!0_xx-1/F:4_1#0_xx@4_2|14_6/G:2_2%0_xx_1/H:2_9/I:5-19@2+1&3-5|10+19/J:xx_xx/K:2+7-28
35225000 35725000 u^o-sh+I=t/A:-1+1+2/B:13-xx_xx/C:20_4+1/D:10+7_2/E:4_1!0_xx-1/F:2_2#0_xx@5_1|18_2/G:xx_xx%xx_xx_xx/H:2_9/I:5-19@2+1&3-5|10+19/J:xx_xx/K:2+7-28
35725000 36925000 o^sh-I+t=a/A:-1+1+2/B:13-xx_xx/C:20_4+1/D:10+7_2/E:4_1!0_xx-1/F:2_2#0_xx@5_1|18_2/G:xx_xx%xx_xx_xx/H:2_9/I:5-19@2+1&3-5|10+19/J:xx_xx/K:2+7-28
36925000 42725000 sh^I-t+a=sil/A:0+2+1/B:20-4_1/C:10_7+2/D:xx+xx_xx/E:4_1!0_xx-1/F:2_2#0_xx@5_1|18_2/G:xx_xx%xx_xx_xx/H:2_9/I:5-19@2+1&3-5|10+19/J:xx_xx/K:2+7-28
