0 1724999 xx^xx-sil+sh=i/A:xx+xx+xx/B:xx-xx_xx/C:xx_xx+xx/D:02+xx_xx/E:xx_xx!xx_xx-xx/F:xx_xx#xx_xx@xx_xx|xx_xx/G:6_3%0_xx_xx/H:xx_xx/I:xx-xx@xx+xx&xx-xx|xx+xx/J:6_24/K:1+6-24
12925000 13725000 t^a-m+e=w/A:-1+3+2/B:24-xx_xx/C:02_xx+xx/D:24+xx_xx/E:6_3!0_xx-1/F:4_4#0_xx@2_5|7_18/G:4_2%0_xx_1/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
13725000 14424999 a^m-e+w=a/A:-1+3+2/B:24-xx_xx/C:02_xx+xx/D:24+xx_xx/E:6_3!0_xx-1/F:4_4#0_xx@2_5|7_18/G:4_2%0_xx_1/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
14424999 15125000 m^e-w+a=w/A:0+4+1/B:02-xx_xx/C:24_xx+xx/D:01+7_2/E:6_3!0_xx-1/F:4_4#0_xx@2_5|7_18/G:4_2%0_xx_1/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
15125000 16025000 e^w-a+w=a/A:0+4+1/B:02-xx_xx/C:24_xx+xx/D:01+7_2/E:6_3!0_xx-1/F:4_4#0_xx@2_5|7_18/G:4_2%0_xx_1/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
16025000 16625000 w^a-w+a=r/A:-1+1+4/B:24-xx_xx/C:01_7+2/D:12+xx_xx/E:4_4!0_xx-1/F:4_2#0_xx@3_4|11_14/G:4_3%0_xx_1/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
16625000 17325000 a^w-a+r=u/A:-1+1+4/B:24-xx_xx/C:01_7+2/D:12+xx_xx/E:4_4!0_xx-1/F:4_2#0_xx@3_4|11_14/G:4_3%0_xx_1/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
17325000 17625000 w^a-r+u=i/A:0+2+3/B:24-xx_xx/C:01_7+2/D:12+xx_xx/E:4_4!0_xx-1/F:4_2#0_xx@3_4|11_14/G:4_3%0_xx_1/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
17625000 18025000 a^r-u+i=g/A:0+2+3/B:24-xx_xx/C:01_7+2/D:12+xx_xx/E:4_4!0_xx-1/F:4_2#0_xx@3_4|11_14/G:4_3%0_xx_1/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
18025000 19325000 r^u-i+g=a/A:1+3+2/B:24-xx_xx/C:01_7+2/D:12+xx_xx/E:4_4!0_xx-1/F:4_2#0_xx@3_4|11_14/G:4_3%0_xx_1/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
19325000 19825000 u^i-g+a=o/A:2+4+1/B:01-7_2/C:12_xx+xx/D:01+7_2/E:4_4!0_xx-1/F:4_2#0_xx@3_4|11_14/G:4_3%0_xx_1/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
19825000 20225000 i^g-a+o=i/A:2+4+1/B:01-7_2/C:12_xx+xx/D:01+7_2/E:4_4!0_xx-1/F:4_2#0_xx@3_4|11_14/G:4_3%0_xx_1/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
20225000 21825000 g^a-o+i=sh/A:-2+1+4/B:12-xx_xx/C:01_7+2/D:22+xx_xx/E:4_2!0_xx-1/F:4_3#0_xx@4_3|15_10/G:3_2%0_xx_1/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
21825000 22125000 a^o-i+sh=i/A:-1+2+3/B:12-xx_xx/C:01_7+2/D:22+xx_xx/E:4_2!0_xx-1/F:4_3#0_xx@4_3|15_10/G:3_2%0_xx_1/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
22125000 23625000 o^i-sh+i=i/A:0+3+2/B:12-xx_xx/C:01_7+2/D:22+xx_xx/E:4_2!0_xx-1/F:4_3#0_xx@4_3|15_10/G:3_2%0_xx_1/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
23625000 24725000 i^sh-i+i=k/A:0+3+2/B:12-xx_xx/C:01_7+2/D:22+xx_xx/E:4_2!0_xx-1/F:4_3#0_xx@4_3|15_10/G:3_2%0_xx_1/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
24725000 25025000 sh^i-i+k=o/A:1+4+1/B:12-xx_xx/C:01_7+2/D:22+xx_xx/E:4_2!0_xx-1/F:4_3#0_xx@4_3|15_10/G:3_2%0_xx_1/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
25025000 25525000 i^i-k+o=t/A:-1+1+3/B:01-7_2/C:22_xx+xx/D:13+xx_xx/E:4_3!0_xx-1/F:3_2#0_xx@5_2|19_6/G:3_1%0_xx_1/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
25525000 26325000 i^k-o+t=o/A:-1+1+3/B:01-7_2/C:22_xx+xx/D:13+xx_xx/E:4_3!0_xx-1/F:3_2#0_xx@5_2|19_6/G:3_1%0_xx_1/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
26325000 26825000 k^o-t+o=g/A:0+2+2/B:01-7_2/C:22_xx+xx/D:13+xx_xx/E:4_3!0_xx-1/F:3_2#0_xx@5_2|19_6/G:3_1%0_xx_1/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
26825000 27525000 o^t-o+g=a/A:0+2+2/B:01-7_2/C:22_xx+xx/D:13+xx_xx/E:4_3!0_xx-1/F:3_2#0_xx@5_2|19_6/G:3_1%0_xx_1/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
27525000 27925000 t^o-g+a=o/A:1+3+1/B:22-xx_xx/C:13_xx+xx/D:01+7_2/E:4_3!0_xx-1/F:3_2#0_xx@5_2|19_6/G:3_1%0_xx_1/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
27925000 28825000 o^g-a+o=o/A:1+3+1/B:22-xx_xx/C:13_xx+xx/D:01+7_2/E:4_3!0_xx-1/F:3_2#0_xx@5_2|19_6/G:3_1%0_xx_1/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
28825000 29325000 g^a-o+o=i/A:0+1+3/B:13-xx_xx/C:01_7+2/D:xx+xx_xx/E:3_2!0_xx-1/F:3_1#0_xx@6_1|22_3/G:xx_xx%xx_xx_xx/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
29325000 30924999 a^o-o+i=sil/A:1+2+2/B:13-xx_xx/C:01_7+2/D:xx+xx_xx/E:3_2!0_xx-1/F:3_1#0_xx@6_1|22_3/G:xx_xx%xx_xx_xx/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
30924999 32325000 o^o-i+sil=xx/A:2+3+1/B:13-xx_xx/C:01_7+2/D:xx+xx_xx/E:3_2!0_xx-1/F:3_1#0_xx@6_1|22_3/G:xx_xx%xx_xx_xx/H:xx_xx/I:6-24@1+1&1-6|1+24/J:xx_xx/K:1+6-24
32325000 35125000 o^i-sil+xx=xx/A:xx+xx+xx/B:01-7_2/C:xx_xx+xx/D:xx+xx_xx/E:3_1!0_xx-xx/F:xx_xx#xx_xx@xx_xx|xx_xx/G:xx_xx%xx_xx_xx/H:6_24/I:xx-xx@xx+xx&xx-xx|xx+xx/J:xx_xx/K:1+6-24
