0 2725000 xx^xx-sil+k=o/A:xx+xx+xx/B:xx-xx_xx/C:xx_xx+xx/D:04+xx_xx/E:xx_xx!xx_xx-xx/F:xx_xx#xx_xx@xx_xx|xx_xx/G:3_3%0_xx_xx/H:xx_xx/I:xx-xx@xx+xx&xx-xx|xx+xx/J:7_24/K:1+7-24
11525000 12225000 u^r-i+o=w/A:2+4+2/B:16-xx_xx/C:02_xx+xx/D:13+xx_xx/E:3_3!0_xx-1/F:5_2#0_xx@2_6|4_21/G:3_2%0_xx_1/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
12225000 13425000 r^i-o+w=a/A:3+5+1/B:02-xx_xx/C:13_xx+xx/D:01+7_2/E:3_3!0_xx-1/F:5_2#0_xx@2_6|4_21/G:3_2%0_xx_1/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
13425000 14125000 i^o-w+a=k/A:-1+1+3/B:13-xx_xx/C:01_7+2/D:22+xx_xx/E:5_2!0_xx-1/F:3_2#0_xx@3_5|9_16/G:3_2%0_xx_1/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
14125000 14825000 o^w-a+k=a/A:-1+1+3/B:13-xx_xx/C:01_7+2/D:22+xx_xx/E:5_2!0_xx-1/F:3_2#0_xx@3_5|9_16/G:3_2%0_xx_1/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
14825000 15525000 w^a-k+a=i/A:0+2+2/B:13-xx_xx/C:01_7+2/D:22+xx_xx/E:5_2!0_xx-1/F:3_2#0_xx@3_5|9_16/G:3_2%0_xx_1/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
15525000 16325000 a^k-a+i=m/A:0+2+2/B:13-xx_xx/C:01_7+2/D:22+xx_xx/E:5_2!0_xx-1/F:3_2#0_xx@3_5|9_16/G:3_2%0_xx_1/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
16325000 16825000 k^a-i+m=o/A:1+3+1/B:13-xx_xx/C:01_7+2/D:22+xx_xx/E:5_2!0_xx-1/F:3_2#0_xx@3_5|9_16/G:3_2%0_xx_1/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
16825000 17725000 a^i-m+o=n/A:-1+1+3/B:01-7_2/C:22_xx+xx/D:13+xx_xx/E:3_2!0_xx-1/F:3_2#0_xx@4_4|12_13/G:4_2%0_xx_1/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
17725000 18225000 i^m-o+n=o/A:-1+1+3/B:01-7_2/C:22_xx+xx/D:13+xx_xx/E:3_2!0_xx-1/F:3_2#0_xx@4_4|12_13/G:4_2%0_xx_1/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
18225000 18525000 m^o-n+o=n/A:0+2+2/B:01-7_2/C:22_xx+xx/D:13+xx_xx/E:3_2!0_xx-1/F:3_2#0_xx@4_4|12_13/G:4_2%0_xx_1/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
18525000 19125000 o^n-o+n=i/A:0+2+2/B:01-7_2/C:22_xx+xx/D:13+xx_xx/E:3_2!0_xx-1/F:3_2#0_xx@4_4|12_13/G:4_2%0_xx_1/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
19125000 20525000 n^o-n+i=m/A:1+3+1/B:22-xx_xx/C:13_xx+xx/D:20+3_2/E:3_2!0_xx-1/F:3_2#0_xx@4_4|12_13/G:4_2%0_xx_1/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
20525000 20825000 o^n-i+m=i/A:1+3+1/B:22-xx_xx/C:13_xx+xx/D:20+3_2/E:3_2!0_xx-1/F:3_2#0_xx@4_4|12_13/G:4_2%0_xx_1/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
20825000 21925000 n^i-m+i=s/A:-1+1+4/B:13-xx_xx/C:20_3+2/D:23+xx_xx/E:3_2!0_xx-1/F:4_2#0_xx@5_3|15_10/G:3_1%0_xx_1/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
21925000 22225000 i^m-i+s=e/A:-1+1+4/B:13-xx_xx/C:20_3+2/D:23+xx_xx/E:3_2!0_xx-1/F:4_2#0_xx@5_3|15_10/G:3_1%0_xx_1/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
22225000 23224999 m^i-s+e=r/A:0+2+3/B:13-xx_xx/C:20_3+2/D:23+xx_xx/E:3_2!0_xx-1/F:4_2#0_xx@5_3|15_10/G:3_1%0_xx_1/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
23224999 23825000 i^s-e+r=u/A:0+2+3/B:13-xx_xx/C:20_3+2/D:23+xx_xx/E:3_2!0_xx-1/F:4_2#0_xx@5_3|15_10/G:3_1%0_xx_1/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
23825000 24125000 s^e-r+u=ny/A:1+3+2/B:13-xx_xx/C:20_3+2/D:23+xx_xx/E:3_2!0_xx-1/F:4_2#0_xx@5_3|15_10/G:3_1%0_xx_1/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
24125000 24625000 e^r-u+ny=a/A:1+3+2/B:13-xx_xx/C:20_3+2/D:23+xx_xx/E:3_2!0_xx-1/F:4_2#0_xx@5_3|15_10/G:3_1%0_xx_1/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
24625000 26425000 r^u-ny+a=m/A:2+4+1/B:20-3_2/C:23_xx+xx/D:20+1_1/E:3_2!0_xx-1/F:4_2#0_xx@5_3|15_10/G:3_1%0_xx_1/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
26425000 27425000 u^ny-a+m=o/A:2+4+1/B:20-3_2/C:23_xx+xx/D:20+1_1/E:3_2!0_xx-1/F:4_2#0_xx@5_3|15_10/G:3_1%0_xx_1/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
27425000 28725000 ny^a-m+o=cl/A:0+1+3/B:23-xx_xx/C:20_1+1/D:12+xx_xx/E:4_2!0_xx-1/F:3_1#0_xx@6_2|19_6/G:3_1%0_xx_1/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
28725000 29925000 a^m-o+cl=t/A:0+1+3/B:23-xx_xx/C:20_1+1/D:12+xx_xx/E:4_2!0_xx-1/F:3_1#0_xx@6_2|19_6/G:3_1%0_xx_1/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
29925000 30325000 m^o-cl+t=e/A:1+2+2/B:23-xx_xx/C:20_1+1/D:12+xx_xx/E:4_2!0_xx-1/F:3_1#0_xx@6_2|19_6/G:3_1%0_xx_1/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
30325000 30924999 o^cl-t+e=k/A:2+3+1/B:20-1_1/C:12_xx+xx/D:20+1_1/E:4_2!0_xx-1/F:3_1#0_xx@6_2|19_6/G:3_1%0_xx_1/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
30924999 31625000 cl^t-e+k=o/A:2+3+1/B:20-1_1/C:12_xx+xx/D:20+1_1/E:4_2!0_xx-1/F:3_1#0_xx@6_2|19_6/G:3_1%0_xx_1/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
31625000 32325000 t^e-k+o=i/A:0+1+3/B:12-xx_xx/C:20_1+1/D:10+7_2/E:3_1!0_xx-1/F:3_1#0_xx@7_1|22_3/G:xx_xx%xx_xx_xx/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
32325000 33325000 e^k-o+i=d/A:0+1+3/B:12-xx_xx/C:20_1+1/D:10+7_2/E:3_1!0_xx-1/F:3_1#0_xx@7_1|22_3/G:xx_xx%xx_xx_xx/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
33325000 33925000 k^o-i+d=a/A:1+2+2/B:12-xx_xx/C:20_1+1/D:10+7_2/E:3_1!0_xx-1/F:3_1#0_xx@7_1|22_3/G:xx_xx%xx_xx_xx/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
33925000 34325000 o^i-d+a=sil/A:2+3+1/B:20-1_1/C:10_7+2/D:xx+xx_xx/E:3_1!0_xx-1/F:3_1#0_xx@7_1|22_3/G:xx_xx%xx_xx_xx/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
34325000 35525000 i^d-a+sil=xx/A:2+3+1/B:20-1_1/C:10_7+2/D:xx+xx_xx/E:3_1!0_xx-1/F:3_1#0_xx@7_1|22_3/G:xx_xx%xx_xx_xx/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
35525000 39425000 d^a-sil+xx=xx/A:xx+xx+xx/B:10-7_2/C:xx_xx+xx/D:xx+xx_xx/E:3_1!0_xx-xx/F:xx_xx#xx_xx@xx_xx|xx_xx/G:xx_xx%xx_xx_xx/H:7_24/I:xx-xx@xx+xx&xx-xx|xx+xx/J:xx_xx/K:1+7-24
