0 4625000 xx^xx-sil+k=o/A:xx+xx+xx/B:xx-xx_xx/C:xx_xx+xx/D:07+xx_xx/E:xx_xx!xx_xx-xx/F:xx_xx#xx_xx@xx_xx|xx_xx/G:2_2%0_xx_xx/H:xx_xx/I:xx-xx@xx+xx&xx-xx|xx+xx/J:4_14/K:2+8-38
23525000 24825000 pau^j-u+N=i/A:-6+1+7/B:24-xx_xx/C:19_xx+xx/D:10+7_1/E:4_1!0_xx-0/F:7_7#0_xx@1_4|1_24/G:6_6%0_xx_1/H:4_14/I:4-24@2+1&5-4|15+24/J:xx_xx/K:2+8-38
24825000 25125000 j^u-N+i=ts/A:-5+2+6/B:24-xx_xx/C:19_xx+xx/D:10+7_1/E:4_1!0_xx-0/F:7_7#0_xx@1_4|1_24/G:6_6%0_xx_1/H:4_14/I:4-24@2+1&5-4|15+24/J:xx_xx/K:2+8-38
25125000 26025000 u^N-i+ts=u/A:-4+3+5/B:24-xx_xx/C:19_xx+xx/D:10+7_1/E:4_1!0_xx-0/F:7_7#0_xx@1_4|1_24/G:6_6%0_xx_1/H:4_14/I:4-24@2+1&5-4|15+24/J:xx_xx/K:2+8-38
26025000 26925000 N^i-ts+u=d/A:-3+4+4/B:24-xx_xx/C:19_xx+xx/D:10+7_1/E:4_1!0_xx-0/F:7_7#0_xx@1_4|1_24/G:6_6%0_xx_1/H:4_14/I:4-24@2+1&5-4|15+24/J:xx_xx/K:2+8-38
26925000 27225000 i^ts-u+d=e/A:-3+4+4/B:24-xx_xx/C:19_xx+xx/D:10+7_1/E:4_1!0_xx-0/F:7_7#0_xx@1_4|1_24/G:6_6%0_xx_1/H:4_14/I:4-24@2+1&5-4|15+24/J:xx_xx/K:2+8-38
27225000 27725000 ts^u-d+e=n/A:-2+5+3/B:19-xx_xx/C:10_7+1/D:10+7_2/E:4_1!0_xx-0/F:7_7#0_xx@1_4|1_24/G:6_6%0_xx_1/H:4_14/I:4-24@2+1&5-4|15+24/J:xx_xx/K:2+8-38
27725000 28525000 u^d-e+n=a/A:-2+5+3/B:19-xx_xx/C:10_7+1/D:10+7_2/E:4_1!0_xx-0/F:7_7#0_xx@1_4|1_24/G:6_6%0_xx_1/H:4_14/I:4-24@2+1&5-4|15+24/J:xx_xx/K:2+8-38
28525000 28925000 d^e-n+a=i/A:-1+6+2/B:10-7_1/C:10_7+2/D:02+xx_xx/E:4_1!0_xx-0/F:7_7#0_xx@1_4|1_24/G:6_6%0_xx_1/H:4_14/I:4-24@2+1&5-4|15+24/J:xx_xx/K:2+8-38
28925000 30025000 e^n-a+i=n/A:-1+6+2/B:10-7_1/C:10_7+2/D:02+xx_xx/E:4_1!0_xx-0/F:7_7#0_xx@1_4|1_24/G:6_6%0_xx_1/H:4_14/I:4-24@2+1&5-4|15+24/J:xx_xx/K:2+8-38
30025000 30325000 n^a-i+n=a/A:0+7+1/B:10-7_1/C:10_7+2/D:02+xx_xx/E:4_1!0_xx-0/F:7_7#0_xx@1_4|1_24/G:6_6%0_xx_1/H:4_14/I:4-24@2+1&5-4|15+24/J:xx_xx/K:2+8-38
30325000 31125000 a^i-n+a=n/A:-5+1+6/B:10-7_2/C:02_xx+xx/D:13+xx_xx/E:7_7!0_xx-1/F:6_6#0_xx@2_3|8_17/G:5_2%0_xx_1/H:4_14/I:4-24@2+1&5-4|15+24/J:xx_xx/K:2+8-38
31125000 31825000 i^n-a+n=i/A:-5+1+6/B:10-7_2/C:02_xx+xx/D:13+xx_xx/E:7_7!0_xx-1/F:6_6#0_xx@2_3|8_17/G:5_2%0_xx_1/H:4_14/I:4-24@2+1&5-4|15+24/J:xx_xx/K:2+8-38
31825000 32425000 n^a-n+i=m/A:-4+2+5/B:10-7_2/C:02_xx+xx/D:13+xx_xx/E:7_7!0_xx-1/F:6_6#0_xx@2_3|8_17/G:5_2%0_xx_1/H:4_14/I:4-24@2+1&5-4|15+24/J:xx_xx/K:2+8-38
32425000 32825000 a^n-i+m=o/A:-4+2+5/B:10-7_2/C:02_xx+xx/D:13+xx_xx/E:7_7!0_xx-1/F:6_6#0_xx@2_3|8_17/G:5_2%0_xx_1/H:4_14/I:4-24@2+1&5-4|15+24/J:xx_xx/K:2+8-38
32825000 33725000 n^i-m+o=n/A:-3+3+4/B:10-7_2/C:02_xx+xx/D:13+xx_xx/E:7_7!0_xx-1/F:6_6#0_xx@2_3|8_17/G:5_2%0_xx_1/H:4_14/I:4-24@2+1&5-4|15+24/J:xx_xx/K:2+8-38
33725000 34525000 i^m-o+n=o/A:-3+3+4/B:10-7_2/C:02_xx+xx/D:13+xx_xx/E:7_7!0_xx-1/F:6_6#0_xx@2_3|8_17/G:5_2%0_xx_1/H:4_14/I:4-24@2+1&5-4|15+24/J:xx_xx/K:2+8-38
34525000 34825000 m^o-n+o=n/A:-2+4+3/B:10-7_2/C:02_xx+xx/D:13+xx_xx/E:7_7!0_xx-1/F:6_6#0_xx@2_3|8_17/G:5_2%0_xx_1/H:4_14/I:4-24@2+1&5-4|15+24/J:xx_xx/K:2+8-38
34825000 35125000 o^n-o+n=i/A:-2+4+3/B:10-7_2/C:02_xx+xx/D:13+xx_xx/E:7_7!0_xx-1/F:6_6#0_xx@2_3|8_17/G:5_2%0_xx_1/H:4_14/I:4-24@2+1&5-4|15+24/J:xx_xx/K:2+8-38
35125000 35925000 n^o-n+i=m/A:-1+5+2/B:02-xx_xx/C:13_xx+xx/D:24+xx_xx/E:7_7!0_xx-1/F:6_6#0_xx@2_3|8_17/G:5_2%0_xx_1/H:4_14/I:4-24@2+1&5-4|15+24/J:xx_xx/K:2+8-38
35925000 36425000 o^n-i+m=o/A:-1+5+2/B:02-xx_xx/C:13_xx+xx/D:24+xx_xx/E:7_7!0_xx-1/F:6_6#0_xx@2_3|8_17/G:5_2%0_xx_1/H:4_14/I:4-24@2+1&5-4|15+24/J:xx_xx/K:2+8-38
36425000 37225000 n^i-m+o=i/A:0+6+1/B:13-xx_xx/C:24_xx+xx/D:02+xx_xx/E:7_7!0_xx-1/F:6_6#0_xx@2_3|8_17/G:5_2%0_xx_1/H:4_14/I:4-24@2+1&5-4|15+24/J:xx_xx/K:2+8-38
37225000 37825000 i^m-o+i=N/A:0+6+1/B:13-xx_xx/C:24_xx+xx/D:02+xx_xx/E:7_7!0_xx-1/F:6_6#0_xx@2_3|8_17/G:5_2%0_xx_1/H:4_14/I:4-24@2+1&5-4|15+24/J:xx_xx/K:2+8-38
37825000 39025000 m^o-i+N=f/A:-1+1+5/B:24-xx_xx/C:02_xx+xx/D:09+xx_xx/E:6_6!0_xx-1/F:5_2#0_xx@3_2|14_11/G:6_3%0_xx_1/H:4_14/I:4-24@2+1&5-4|15+24/J:xx_xx/K:2+8-38
39025000 39325000 o^i-N+f=e/A:0+2+4/B:24-xx_xx/C:02_xx+xx/D:09+xx_xx/E:6_6!0_xx-1/F:5_2#0_xx@3_2|14_11/G:6_3%0_xx_1/H:4_14/I:4-24@2+1&5-4|15+24/J:xx_xx/K:2+8-38
39325000 40125000 i^N-f+e=k/A:1+3+3/B:02-xx_xx/C:09_xx+xx/D:18+xx_xx/E:6_6!0_xx-1/F:5_2#0_xx@3_2|14_11/G:6_3%0_xx_1/H:4_14/I:4-24@2+1&5-4|15+24/J:xx_xx/K:2+8-38
40125000 40824999 N^f-e+k=U/A:1+3+3/B:02-xx_xx/C:09_xx+xx/D:18+xx_xx/E:6_6!0_xx-1/F:5_2#0_xx@3_2|14_11/G:6_3%0_xx_1/H:4_14/I:4-24@2+1&5-4|15+24/J:xx_xx/K:2+8-38
40824999 41224999 f^e-k+U=t/A:2+4+2/B:09-xx_xx/C:18_xx+xx/D:20+4_0/E:6_6!0_xx-1/F:5_2#0_xx@3_2|14_11/G:6_3%0_xx_1/H:4_14/I:4-24@2+1&5-4|15+24/J:xx_xx/K:2+8-38
41224999 41525000 e^k-U+t=o/A:2+4+2/B:09-xx_xx/C:18_xx+xx/D:20+4_0/E:6_6!0_xx-1/F:5_2#0_xx@3_2|14_11/G:6_3%0_xx_1/H:4_14/I:4-24@2+1&5-4|15+24/J:xx_xx/K:2+8-38
41525000 42125000 k^U-t+o=sh/A:3+5+1/B:09-xx_xx/C:18_xx+xx/D:20+4_0/E:6_6!0_xx-1/F:5_2#0_xx@3_2|14_11/G:6_3%0_xx_1/H:4_14/I:4-24@2+1&5-4|15+24/J:xx_xx/K:2+8-38
42125000 42525000 U^t-o+sh=i/A:3+5+1/B:09-xx_xx/C:18_xx+xx/D:20+4_0/E:6_6!0_xx-1/F:5_2#0_xx@3_2|14_11/G:6_3%0_xx_1/H:4_14/I:4-24@2+1&5-4|15+24/J:xx_xx/K:2+8-38
42525000 43825000 t^o-sh+i=n/A:-2+1+6/B:18-xx_xx/C:20_4+0/D:10+7_2/E:5_2!0_xx-1/F:6_3#0_xx@4_1|19_6/G:xx_xx%xx_xx_xx/H:4_14/I:4-24@2+1&5-4|15+24/J:xx_xx/K:2+8-38
43825000 44125000 o^sh-i+n=a/A:-2+1+6/B:18-xx_xx/C:20_4+0/D:10+7_2/E:5_2!0_xx-1/F:6_3#0_xx@4_1|19_6/G:xx_xx%xx_xx_xx/H:4_14/I:4-24@2+1&5-4|15+24/J:xx_xx/K:2+8-38
44125000 44625000 sh^i-n+a=i/A:-1+2+5/B:20-4_0/C:10_7+2/D:10+7_0/E:5_2!0_xx-1/F:6_3#0_xx@4_1|19_6/G:xx_xx%xx_xx_xx/H:4_14/I:4-24@2+1&5-4|15+24/J:xx_xx/K:2+8-38
44625000 45824999 i^n-a+i=d/A:-1+2+5/B:20-4_0/C:10_7+2/D:10+7_0/E:5_2!0_xx-1/F:6_3#0_xx@4_1|19_6/G:xx_xx%xx_xx_xx/H:4_14/I:4-24@2+1&5-4|15+24/J:xx_xx/K:2+8-38
45824999 46325000 n^a-i+d=e/A:0+3+4/B:20-4_0/C:10_7+2/D:10+7_0/E:5_2!0_xx-1/F:6_3#0_xx@4_1|19_6/G:xx_xx%xx_xx_xx/H:4_14/I:4-24@2+1&5-4|15+24/J:xx_xx/K:2+8-38
46325000 46625000 a^i-d+e=sh/A:1+4+3/B:10-7_2/C:10_7+0/D:xx+xx_xx/E:5_2!0_xx-1/F:6_3#0_xx@4_1|19_6/G:xx_xx%xx_xx_xx/H:4_14/I:4-24@2+1&5-4|15+24/J:xx_xx/K:2+8-38
46625000 47025000 i^d-e+sh=o/A:1+4+3/B:10-7_2/C:10_7+0/D:xx+xx_xx/E:5_2!0_xx-1/F:6_3#0_xx@4_1|19_6/G:xx_xx%xx_xx_xx/H:4_14/I:4-24@2+1&5-4|15+24/J:xx_xx/K:2+8-38
47025000 48425000 d^e-sh+o=o/A:2+5+2/B:10-7_2/C:10_7+0/D:xx+xx_xx/E:5_2!0_xx-1/F:6_3#0_xx@4_1|19_6/G:xx_xx%xx_xx_xx/H:4_14/I:4-24@2+1&5-4|15+24/J:xx_xx/K:2+8-38
48425000 49925000 e^sh-o+o=sil/A:2+5+2/B:10-7_2/C:10_7+0/D:xx+xx_xx/E:5_2!0_xx-1/F:6_3#0_xx@4_1|19_6/G:xx_xx%xx_xx_xx/H:4_14/I:4-24@2+1&5-4|15+24/J:xx_xx/K:2+8-38
49925000 51525000 sh^o-o+sil=xx/A:3+6+1/B:10-7_2/C:10_7+0/D:xx+xx_xx/E:5_2!0_xx-1/F:6_3#0_xx@4_1|19_6/G:xx_xx%xx_xx_xx/H:4_14/I:4-24@2+1&5-4|15+24/J:xx_xx/K:2+8-38
