0 3225000 xx^xx-sil+s=o/A:xx+xx+xx/B:xx-xx_xx/C:xx_xx+xx/D:08+xx_xx/E:xx_xx!xx_xx-xx/F:xx_xx#xx_xx@xx_xx|xx_xx/G:3_3%0_xx_xx/H:xx_xx/I:xx-xx@xx+xx&xx-xx|xx+xx/J:1_3/K:2+8-25
12625000 14625000 o^h-o+o=g/A:0+1+3/B:07-xx_xx/C:22_xx+xx/D:13+xx_xx/E:2_2!0_xx-1/F:3_1#0_xx@2_6|3_20/G:4_4%0_xx_1/H:1_3/I:7-22@2+1&2-7|4+22/J:xx_xx/K:2+8-25
14625000 14925000 h^o-o+g=a/A:1+2+2/B:07-xx_xx/C:22_xx+xx/D:13+xx_xx/E:2_2!0_xx-1/F:3_1#0_xx@2_6|3_20/G:4_4%0_xx_1/H:1_3/I:7-22@2+1&2-7|4+22/J:xx_xx/K:2+8-25
14925000 16925000 o^o-g+a=k/A:2+3+1/B:22-xx_xx/C:13_xx+xx/D:02+xx_xx/E:2_2!0_xx-1/F:3_1#0_xx@2_6|3_20/G:4_4%0_xx_1/H:1_3/I:7-22@2+1&2-7|4+22/J:xx_xx/K:2+8-25
16925000 18225000 o^g-a+k=a/A:2+3+1/B:22-xx_xx/C:13_xx+xx/D:02+xx_xx/E:2_2!0_xx-1/F:3_1#0_xx@2_6|3_20/G:4_4%0_xx_1/H:1_3/I:7-22@2+1&2-7|4+22/J:xx_xx/K:2+8-25
18225000 18525000 g^a-k+a=r/A:-3+1+4/B:13-xx_xx/C:02_xx+xx/D:23+xx_xx/E:3_1!0_xx-1/F:4_4#0_xx@3_5|6_17/G:3_2%0_xx_1/H:1_3/I:7-22@2+1&2-7|4+22/J:xx_xx/K:2+8-25
18525000 19025000 a^k-a+r=a/A:-3+1+4/B:13-xx_xx/C:02_xx+xx/D:23+xx_xx/E:3_1!0_xx-1/F:4_4#0_xx@3_5|6_17/G:3_2%0_xx_1/H:1_3/I:7-22@2+1&2-7|4+22/J:xx_xx/K:2+8-25
19025000 19625000 k^a-r+a=d/A:-2+2+3/B:13-xx_xx/C:02_xx+xx/D:23+xx_xx/E:3_1!0_xx-1/F:4_4#0_xx@3_5|6_17/G:3_2%0_xx_1/H:1_3/I:7-22@2+1&2-7|4+22/J:xx_xx/K:2+8-25
19625000 20125000 a^r-a+d=a/A:-2+2+3/B:13-xx_xx/C:02_xx+xx/D:23+xx_xx/E:3_1!0_xx-1/F:4_4#0_xx@3_5|6_17/G:3_2%0_xx_1/H:1_3/I:7-22@2+1&2-7|4+22/J:xx_xx/K:2+8-25
20125000 20924999 r^a-d+a=n/A:-1+3+2/B:13-xx_xx/C:02_xx+xx/D:23+xx_xx/E:3_1!0_xx-1/F:4_4#0_xx@3_5|6_17/G:3_2%0_xx_1/H:1_3/I:7-22@2+1&2-7|4+22/J:xx_xx/K:2+8-25
20924999 21225000 a^d-a+n=o/A:-1+3+2/B:13-xx_xx/C:02_xx+xx/D:23+xx_xx/E:3_1!0_xx-1/F:4_4#0_xx@3_5|6_17/G:3_2%0_xx_1/H:1_3/I:7-22@2+1&2-7|4+22/J:xx_xx/K:2+8-25
21225000 22025000 d^a-n+o=t/A:0+4+1/B:02-xx_xx/C:23_xx+xx/D:22+xx_xx/E:3_1!0_xx-1/F:4_4#0_xx@3_5|6_17/G:3_2%0_xx_1/H:1_3/I:7-22@2+1&2-7|4+22/J:xx_xx/K:2+8-25
22025000 22525000 a^n-o+t=a/A:0+4+1/B:02-xx_xx/C:23_xx+xx/D:22+xx_xx/E:3_1!0_xx-1/F:4_4#0_xx@3_5|6_17/G:3_2%0_xx_1/H:1_3/I:7-22@2+1&2-7|4+22/J:xx_xx/K:2+8-25
22525000 23224999 n^o-t+a=m/A:-1+1+3/B:23-xx_xx/C:22_xx+xx/D:23+xx_xx/E:4_4!0_xx-1/F:3_2#0_xx@4_4|10_13/G:3_3%0_xx_1/H:1_3/I:7-22@2+1&2-7|4+22/J:xx_xx/K:2+8-25
23224999 23825000 o^t-a+m=e/A:-1+1+3/B:23-xx_xx/C:22_xx+xx/D:23+xx_xx/E:4_4!0_xx-1/F:3_2#0_xx@4_4|10_13/G:3_3%0_xx_1/H:1_3/I:7-22@2+1&2-7|4+22/J:xx_xx/K:2+8-25
23825000 24125000 t^a-m+e=ny/A:0+2+2/B:23-xx_xx/C:22_xx+xx/D:23+xx_xx/E:4_4!0_xx-1/F:3_2#0_xx@4_4|10_13/G:3_3%0_xx_1/H:1_3/I:7-22@2+1&2-7|4+22/J:xx_xx/K:2+8-25
24125000 25425000 a^m-e+ny=a/A:0+2+2/B:23-xx_xx/C:22_xx+xx/D:23+xx_xx/E:4_4!0_xx-1/F:3_2#0_xx@4_4|10_13/G:3_3%0_xx_1/H:1_3/I:7-22@2+1&2-7|4+22/J:xx_xx/K:2+8-25
25425000 26725000 m^e-ny+a=z/A:1+3+1/B:22-xx_xx/C:23_xx+xx/D:06+xx_xx/E:4_4!0_xx-1/F:3_2#0_xx@4_4|10_13/G:3_3%0_xx_1/H:1_3/I:7-22@2+1&2-7|4+22/J:xx_xx/K:2+8-25
26725000 27925000 e^ny-a+z=u/A:1+3+1/B:22-xx_xx/C:23_xx+xx/D:06+xx_xx/E:4_4!0_xx-1/F:3_2#0_xx@4_4|10_13/G:3_3%0_xx_1/H:1_3/I:7-22@2+1&2-7|4+22/J:xx_xx/K:2+8-25
27925000 28925000 ny^a-z+u=cl/A:-2+1+3/B:23-xx_xx/C:06_xx+xx/D:01+7_2/E:3_2!0_xx-1/F:3_3#0_xx@5_3|13_10/G:2_1%0_xx_1/H:1_3/I:7-22@2+1&2-7|4+22/J:xx_xx/K:2+8-25
28925000 29425000 a^z-u+cl=t/A:-2+1+3/B:23-xx_xx/C:06_xx+xx/D:01+7_2/E:3_2!0_xx-1/F:3_3#0_xx@5_3|13_10/G:2_1%0_xx_1/H:1_3/I:7-22@2+1&2-7|4+22/J:xx_xx/K:2+8-25
29425000 30225000 z^u-cl+t=o/A:-1+2+2/B:23-xx_xx/C:06_xx+xx/D:01+7_2/E:3_2!0_xx-1/F:3_3#0_xx@5_3|13_10/G:2_1%0_xx_1/H:1_3/I:7-22@2+1&2-7|4+22/J:xx_xx/K:2+8-25
30225000 30825000 u^cl-t+o=i/A:0+3+1/B:23-xx_xx/C:06_xx+xx/D:01+7_2/E:3_2!0_xx-1/F:3_3#0_xx@5_3|13_10/G:2_1%0_xx_1/H:1_3/I:7-22@2+1&2-7|4+22/J:xx_xx/K:2+8-25
30825000 31525000 cl^t-o+i=i/A:0+3+1/B:23-xx_xx/C:06_xx+xx/D:01+7_2/E:3_2!0_xx-1/F:3_3#0_xx@5_3|13_10/G:2_1%0_xx_1/H:1_3/I:7-22@2+1&2-7|4+22/J:xx_xx/K:2+8-25
31525000 31825000 t^o-i+i=N/A:0+1+2/B:06-xx_xx/C:01_7+2/D:22+xx_xx/E:3_3!0_xx-1/F:2_1#0_xx@6_2|16_7/G:5_1%0_xx_1/H:1_3/I:7-22@2+1&2-7|4+22/J:xx_xx/K:2+8-25
31825000 32925000 o^i-i+N=d/A:1+2+1/B:06-xx_xx/C:01_7+2/D:22+xx_xx/E:3_3!0_xx-1/F:2_1#0_xx@6_2|16_7/G:5_1%0_xx_1/H:1_3/I:7-22@2+1&2-7|4+22/J:xx_xx/K:2+8-25
32925000 33325000 i^i-N+d=a/A:0+1+5/B:01-7_2/C:22_xx+xx/D:10+7_2/E:2_1!0_xx-1/F:5_1#0_xx@7_1|18_5/G:xx_xx%xx_xx_xx/H:1_3/I:7-22@2+1&2-7|4+22/J:xx_xx/K:2+8-25
33325000 33825000 i^N-d+a=k/A:1+2+4/B:22-xx_xx/C:10_7+2/D:12+xx_xx/E:2_1!0_xx-1/F:5_1#0_xx@7_1|18_5/G:xx_xx%xx_xx_xx/H:1_3/I:7-22@2+1&2-7|4+22/J:xx_xx/K:2+8-25
33825000 34525000 N^d-a+k=a/A:1+2+4/B:22-xx_xx/C:10_7+2/D:12+xx_xx/E:2_1!0_xx-1/F:5_1#0_xx@7_1|18_5/G:xx_xx%xx_xx_xx/H:1_3/I:7-22@2+1&2-7|4+22/J:xx_xx/K:2+8-25
34525000 35025000 d^a-k+a=r/A:2+3+3/B:10-7_2/C:12_xx+xx/D:14+xx_xx/E:2_1!0_xx-1/F:5_1#0_xx@7_1|18_5/G:xx_xx%xx_xx_xx/H:1_3/I:7-22@2+1&2-7|4+22/J:xx_xx/K:2+8-25
35025000 35325000 a^k-a+r=a/A:2+3+3/B:10-7_2/C:12_xx+xx/D:14+xx_xx/E:2_1!0_xx-1/F:5_1#0_xx@7_1|18_5/G:xx_xx%xx_xx_xx/H:1_3/I:7-22@2+1&2-7|4+22/J:xx_xx/K:2+8-25
35325000 36125000 k^a-r+a=n/A:3+4+2/B:10-7_2/C:12_xx+xx/D:14+xx_xx/E:2_1!0_xx-1/F:5_1#0_xx@7_1|18_5/G:xx_xx%xx_xx_xx/H:1_3/I:7-22@2+1&2-7|4+22/J:xx_xx/K:2+8-25
36125000 36825000 a^r-a+n=e/A:3+4+2/B:10-7_2/C:12_xx+xx/D:14+xx_xx/E:2_1!0_xx-1/F:5_1#0_xx@7_1|18_5/G:xx_xx%xx_xx_xx/H:1_3/I:7-22@2+1&2-7|4+22/J:xx_xx/K:2+8-25
36825000 38025000 r^a-n+e=sil/A:4+5+1/B:12-xx_xx/C:14_xx+xx/D:xx+xx_xx/E:2_1!0_xx-1/F:5_1#0_xx@7_1|18_5/G:xx_xx%xx_xx_xx/H:1_3/I:7-22@2+1&2-7|4+22/J:xx_xx/K:2+8-25
38025000 44325000 a^n-e+sil=xx/A:4+5+1/B:12-xx_xx/C:14_xx+xx/D:xx+xx_xx/E:2_1!0_xx-1/F:5_1#0_xx@7_1|18_5/G:xx_xx%xx_xx_xx/H:1_3/I:7-22@2+1&2-7|4+22/J:xx_xx/K:2+8-25
