0 1525000 xx^xx-sil+k=a/A:xx+xx+xx/B:xx-xx_xx/C:xx_xx+xx/D:02+xx_xx/E:xx_xx!xx_xx-xx/F:xx_xx#xx_xx@xx_xx|xx_xx/G:3_1%0_xx_xx/H:xx_xx/I:xx-xx@xx+xx&xx-xx|xx+xx/J:7_24/K:1+7-24
18125000 18625000 n^a-o+r=u/A:0+2+2/B:13-xx_xx/C:20_1+2/D:22+xx_xx/E:4_4!0_xx-1/F:3_2#0_xx@4_4|13_12/G:3_1%0_xx_1/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
18625000 18925000 a^o-r+u=y/A:1+3+1/B:13-xx_xx/C:20_1+2/D:22+xx_xx/E:4_4!0_xx-1/F:3_2#0_xx@4_4|13_12/G:3_1%0_xx_1/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
18925000 19925000 o^r-u+y=o/A:1+3+1/B:13-xx_xx/C:20_1+2/D:22+xx_xx/E:4_4!0_xx-1/F:3_2#0_xx@4_4|13_12/G:3_1%0_xx_1/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
19925000 20625000 r^u-y+o=o/A:0+1+3/B:20-1_2/C:22_xx+xx/D:23+xx_xx/E:3_2!0_xx-1/F:3_1#0_xx@5_3|16_9/G:4_3%0_xx_1/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
20625000 21525000 u^y-o+o=n/A:0+1+3/B:20-1_2/C:22_xx+xx/D:23+xx_xx/E:3_2!0_xx-1/F:3_1#0_xx@5_3|16_9/G:4_3%0_xx_1/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
21525000 22025000 y^o-o+n=i/A:1+2+2/B:20-1_2/C:22_xx+xx/D:23+xx_xx/E:3_2!0_xx-1/F:3_1#0_xx@5_3|16_9/G:4_3%0_xx_1/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
22025000 22825000 o^o-n+i=n/A:2+3+1/B:22-xx_xx/C:23_xx+xx/D:20+1_1/E:3_2!0_xx-1/F:3_1#0_xx@5_3|16_9/G:4_3%0_xx_1/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
22825000 23525000 o^n-i+n=a/A:2+3+1/B:22-xx_xx/C:23_xx+xx/D:20+1_1/E:3_2!0_xx-1/F:3_1#0_xx@5_3|16_9/G:4_3%0_xx_1/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
23525000 23925000 n^i-n+a=r/A:-2+1+4/B:23-xx_xx/C:20_1+1/D:12+xx_xx/E:3_1!0_xx-1/F:4_3#0_xx@6_2|19_6/G:2_1%0_xx_1/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
23925000 24725000 i^n-a+r=i/A:-2+1+4/B:23-xx_xx/C:20_1+1/D:12+xx_xx/E:3_1!0_xx-1/F:4_3#0_xx@6_2|19_6/G:2_1%0_xx_1/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
24725000 26025000 n^a-r+i=ts/A:-1+2+3/B:23-xx_xx/C:20_1+1/D:12+xx_xx/E:3_1!0_xx-1/F:4_3#0_xx@6_2|19_6/G:2_1%0_xx_1/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
26025000 26325000 a^r-i+ts=u/A:-1+2+3/B:23-xx_xx/C:20_1+1/D:12+xx_xx/E:3_1!0_xx-1/F:4_3#0_xx@6_2|19_6/G:2_1%0_xx_1/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
26325000 26725000 r^i-ts+u=ts/A:0+3+2/B:20-1_1/C:12_xx+xx/D:20+1_2/E:3_1!0_xx-1/F:4_3#0_xx@6_2|19_6/G:2_1%0_xx_1/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
26725000 27025000 i^ts-u+ts=u/A:0+3+2/B:20-1_1/C:12_xx+xx/D:20+1_2/E:3_1!0_xx-1/F:4_3#0_xx@6_2|19_6/G:2_1%0_xx_1/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
27025000 28325000 ts^u-ts+u=a/A:1+4+1/B:20-1_1/C:12_xx+xx/D:20+1_2/E:3_1!0_xx-1/F:4_3#0_xx@6_2|19_6/G:2_1%0_xx_1/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
28325000 28925000 u^ts-u+a=r/A:1+4+1/B:20-1_1/C:12_xx+xx/D:20+1_2/E:3_1!0_xx-1/F:4_3#0_xx@6_2|19_6/G:2_1%0_xx_1/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
28925000 29725000 ts^u-a+r=u/A:0+1+2/B:12-xx_xx/C:20_1+2/D:xx+xx_xx/E:4_3!0_xx-1/F:2_1#0_xx@7_1|23_2/G:xx_xx%xx_xx_xx/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
29725000 31425000 u^a-r+u=sil/A:1+2+1/B:12-xx_xx/C:20_1+2/D:xx+xx_xx/E:4_3!0_xx-1/F:2_1#0_xx@7_1|23_2/G:xx_xx%xx_xx_xx/H:xx_xx/I:7-24@1+1&1-7|1+24/J:xx_xx/K:1+7-24
